Fragment_length	Missing_sites	GCGC-GCGC	Sum
3521	0	71	71
3522	0	77	77
3523	0	71	71
3524	0	65	65
3525	0	79	79
3526	0	87	87
3527	0	79	79
3528	0	69	69
3529	0	77	77
3530	0	75	75
3531	0	68	68
3532	0	75	75
3533	0	80	80
3534	0	81	81
3535	0	79	79
3536	0	90	90
3537	0	62	62
3538	0	77	77
3539	0	67	67
3540	0	65	65
3541	0	55	55
3542	0	67	67
3543	0	78	78
3544	0	62	62
3545	0	76	76
3546	0	69	69
3547	0	73	73
3548	0	59	59
3549	0	63	63
3550	0	74	74
3551	0	64	64
3552	0	66	66
3553	0	64	64
3554	0	56	56
3555	0	57	57
3556	0	79	79
3557	0	73	73
3558	0	83	83
3559	0	69	69
3560	0	84	84
3561	0	69	69
3562	0	88	88
3563	0	68	68
3564	0	73	73
3565	0	81	81
3566	0	77	77
3567	0	75	75
3568	0	70	70
3569	0	80	80
3570	0	63	63
3571	0	71	71
3572	0	74	74
3573	0	60	60
3574	0	64	64
3575	0	72	72
3576	0	68	68
3577	0	82	82
3578	0	61	61
3579	0	81	81
3580	0	73	73
3581	0	79	79
3582	0	73	73
3583	0	68	68
3584	0	79	79
3585	0	67	67
3586	0	76	76
3587	0	71	71
3588	0	72	72
3589	0	68	68
3590	0	72	72
3591	0	64	64
3592	0	60	60
3593	0	84	84
3594	0	59	59
3595	0	68	68
3596	0	79	79
3597	0	85	85
3598	0	84	84
3599	0	78	78
3600	0	82	82
3601	0	72	72
3602	0	55	55
3603	0	82	82
3604	0	80	80
3605	0	96	96
3606	0	62	62
3607	0	56	56
3608	0	66	66
3609	0	67	67
3610	0	81	81
3611	0	70	70
3612	0	68	68
3613	0	70	70
3614	0	65	65
3615	0	69	69
3616	0	76	76
3617	0	82	82
3618	0	71	71
3619	0	64	64
3620	0	51	51
3621	0	82	82
3622	0	70	70
3623	0	75	75
3624	0	57	57
3625	0	63	63
3626	0	67	67
3627	0	55	55
3628	0	67	67
3629	0	70	70
3630	0	67	67
3631	0	75	75
3632	0	57	57
3633	0	68	68
3634	0	71	71
3635	0	76	76
3636	0	68	68
3637	0	86	86
3638	0	63	63
3639	0	56	56
3640	0	63	63
3641	0	74	74
3642	0	60	60
3643	0	75	75
3644	0	75	75
3645	0	78	78
3646	0	72	72
3647	0	77	77
3648	0	72	72
3649	0	70	70
3650	0	75	75
3651	0	72	72
3652	0	77	77
3653	0	68	68
3654	0	71	71
3655	0	70	70
3656	0	73	73
3657	0	66	66
3658	0	76	76
3659	0	70	70
3660	0	58	58
3661	0	62	62
3662	0	64	64
3663	0	62	62
3664	0	64	64
3665	0	75	75
3666	0	67	67
3667	0	53	53
3668	0	56	56
3669	0	50	50
3670	0	82	82
3671	0	71	71
3672	0	62	62
3673	0	72	72
3674	0	61	61
3675	0	71	71
3676	0	74	74
3677	0	62	62
3678	0	60	60
3679	0	56	56
3680	0	70	70
3681	0	92	92
3682	0	80	80
3683	0	73	73
3684	0	54	54
3685	0	76	76
3686	0	65	65
3687	0	68	68
3688	0	76	76
3689	0	84	84
3690	0	73	73
3691	0	59	59
3692	0	78	78
3693	0	70	70
3694	0	62	62
3695	0	62	62
3696	0	77	77
3697	0	69	69
3698	0	73	73
3699	0	75	75
3700	0	70	70
3701	0	59	59
3702	0	69	69
3703	0	69	69
3704	0	51	51
3705	0	60	60
3706	0	71	71
3707	0	58	58
3708	0	66	66
3709	0	73	73
3710	0	76	76
3711	0	56	56
3712	0	63	63
3713	0	71	71
3714	0	66	66
3715	0	81	81
3716	0	72	72
3717	0	69	69
3718	0	79	79
3719	0	60	60
3720	0	66	66
3721	0	74	74
3722	0	63	63
3723	0	69	69
3724	0	66	66
3725	0	64	64
3726	0	63	63
3727	0	67	67
3728	0	74	74
3729	0	79	79
3730	0	74	74
3731	0	76	76
3732	0	65	65
3733	0	64	64
3734	0	59	59
3735	0	87	87
3736	0	64	64
3737	0	62	62
3738	0	70	70
3739	0	77	77
3740	0	62	62
3741	0	62	62
3742	0	52	52
3743	0	81	81
3744	0	69	69
3745	0	75	75
3746	0	82	82
3747	0	70	70
3748	0	74	74
3749	0	76	76
3750	0	70	70
3751	0	71	71
3752	0	51	51
3753	0	60	60
3754	0	62	62
3755	0	70	70
3756	0	77	77
3757	0	68	68
3758	0	62	62
3759	0	62	62
3760	0	63	63
3761	0	65	65
3762	0	53	53
3763	0	72	72
3764	0	74	74
3765	0	72	72
3766	0	66	66
3767	0	65	65
3768	0	59	59
3769	0	79	79
3770	0	77	77
3771	0	80	80
3772	0	61	61
3773	0	76	76
3774	0	67	67
3775	0	77	77
3776	0	80	80
3777	0	59	59
3778	0	69	69
3779	0	72	72
3780	0	83	83
3781	0	64	64
3782	0	69	69
3783	0	70	70
3784	0	65	65
3785	0	51	51
3786	0	71	71
3787	0	61	61
3788	0	69	69
3789	0	66	66
3790	0	52	52
3791	0	88	88
3792	0	77	77
3793	0	74	74
3794	0	79	79
3795	0	59	59
3796	0	67	67
3797	0	71	71
3798	0	60	60
3799	0	65	65
3800	0	75	75
3801	0	62	62
3802	0	59	59
3803	0	72	72
3804	0	74	74
3805	0	62	62
3806	0	61	61
3807	0	58	58
3808	0	65	65
3809	0	63	63
3810	0	60	60
3811	0	76	76
3812	0	65	65
3813	0	65	65
3814	0	64	64
3815	0	72	72
3816	0	58	58
3817	0	77	77
3818	0	72	72
3819	0	80	80
3820	0	70	70
3821	0	59	59
3822	0	69	69
3823	0	75	75
3824	0	74	74
3825	0	76	76
3826	0	76	76
3827	0	57	57
3828	0	64	64
3829	0	87	87
3830	0	60	60
3831	0	58	58
3832	0	70	70
3833	0	82	82
3834	0	64	64
3835	0	55	55
3836	0	86	86
3837	0	74	74
3838	0	63	63
3839	0	70	70
3840	0	57	57
3841	0	68	68
3842	0	73	73
3843	0	58	58
3844	0	71	71
3845	0	54	54
3846	0	55	55
3847	0	71	71
3848	0	60	60
3849	0	60	60
3850	0	71	71
3851	0	66	66
3852	0	54	54
3853	0	56	56
3854	0	52	52
3855	0	75	75
3856	0	58	58
3857	0	70	70
3858	0	47	47
3859	0	67	67
3860	0	56	56
3861	0	74	74
3862	0	63	63
3863	0	53	53
3864	0	60	60
3865	0	79	79
3866	0	61	61
3867	0	71	71
3868	0	59	59
3869	0	43	43
3870	0	71	71
3871	0	47	47
3872	0	51	51
3873	0	61	61
3874	0	55	55
3875	0	64	64
3876	0	51	51
3877	0	58	58
3878	0	59	59
3879	0	63	63
3880	0	72	72
3881	0	59	59
3882	0	61	61
3883	0	65	65
3884	0	61	61
3885	0	73	73
3886	0	72	72
3887	0	75	75
3888	0	63	63
3889	0	64	64
3890	0	70	70
3891	0	65	65
3892	0	78	78
3893	0	69	69
3894	0	79	79
3895	0	56	56
3896	0	65	65
3897	0	65	65
3898	0	60	60
3899	0	63	63
3900	0	65	65
3901	0	62	62
3902	0	60	60
3903	0	64	64
3904	0	75	75
3905	0	55	55
3906	0	58	58
3907	0	74	74
3908	0	66	66
3909	0	67	67
3910	0	63	63
3911	0	58	58
3912	0	73	73
3913	0	76	76
3914	0	59	59
3915	0	69	69
3916	0	60	60
3917	0	54	54
3918	0	62	62
3919	0	64	64
3920	0	61	61
3921	0	54	54
3922	0	66	66
3923	0	67	67
3924	0	63	63
3925	0	50	50
3926	0	68	68
3927	0	63	63
3928	0	51	51
3929	0	70	70
3930	0	51	51
3931	0	78	78
3932	0	69	69
3933	0	66	66
3934	0	53	53
3935	0	72	72
3936	0	62	62
3937	0	68	68
3938	0	66	66
3939	0	54	54
3940	0	56	56
3941	0	72	72
3942	0	66	66
3943	0	67	67
3944	0	60	60
3945	0	58	58
3946	0	68	68
3947	0	57	57
3948	0	56	56
3949	0	55	55
3950	0	56	56
3951	0	59	59
3952	0	63	63
3953	0	71	71
3954	0	68	68
3955	0	62	62
3956	0	62	62
3957	0	67	67
3958	0	60	60
3959	0	74	74
3960	0	62	62
3961	0	78	78
3962	0	64	64
3963	0	52	52
3964	0	73	73
3965	0	71	71
3966	0	59	59
3967	0	61	61
3968	0	55	55
3969	0	58	58
3970	0	52	52
3971	0	57	57
3972	0	69	69
3973	0	66	66
3974	0	56	56
3975	0	49	49
3976	0	63	63
3977	0	50	50
3978	0	74	74
3979	0	66	66
3980	0	77	77
3981	0	54	54
3982	0	66	66
3983	0	63	63
3984	0	64	64
3985	0	45	45
3986	0	63	63
3987	0	61	61
3988	0	60	60
3989	0	61	61
3990	0	62	62
3991	0	71	71
3992	0	61	61
3993	0	66	66
3994	0	51	51
3995	0	75	75
3996	0	65	65
3997	0	61	61
3998	0	78	78
3999	0	68	68
4000	0	54	54
4001	0	54	54
4002	0	74	74
4003	0	65	65
4004	0	71	71
4005	0	64	64
4006	0	74	74
4007	0	61	61
4008	0	67	67
4009	0	61	61
4010	0	77	77
4011	0	57	57
4012	0	60	60
4013	0	58	58
4014	0	69	69
4015	0	64	64
4016	0	64	64
4017	0	65	65
4018	0	50	50
4019	0	63	63
4020	0	74	74
4021	0	58	58
4022	0	75	75
4023	0	63	63
4024	0	62	62
4025	0	54	54
4026	0	64	64
4027	0	64	64
4028	0	60	60
4029	0	50	50
4030	0	45	45
4031	0	59	59
4032	0	62	62
4033	0	49	49
4034	0	49	49
4035	0	54	54
4036	0	59	59
4037	0	58	58
4038	0	53	53
4039	0	60	60
4040	0	62	62
4041	0	56	56
4042	0	52	52
4043	0	64	64
4044	0	52	52
4045	0	58	58
4046	0	53	53
4047	0	47	47
4048	0	47	47
4049	0	68	68
4050	0	60	60
4051	0	73	73
4052	0	57	57
4053	0	52	52
4054	0	66	66
4055	0	71	71
4056	0	62	62
4057	0	59	59
4058	0	65	65
4059	0	55	55
4060	0	57	57
4061	0	68	68
4062	0	55	55
4063	0	55	55
4064	0	61	61
4065	0	62	62
4066	0	78	78
4067	0	60	60
4068	0	65	65
4069	0	75	75
4070	0	77	77
4071	0	72	72
4072	0	87	87
4073	0	107	107
4074	0	113	113
4075	0	114	114
4076	0	174	174
4077	0	301	301
4078	0	123	123
4079	0	76	76
4080	0	62	62
4081	0	70	70
4082	0	50	50
4083	0	60	60
4084	0	66	66
4085	0	70	70
4086	0	59	59
4087	0	68	68
4088	0	70	70
4089	0	64	64
4090	0	61	61
4091	0	69	69
4092	0	75	75
4093	0	59	59
4094	0	75	75
4095	0	56	56
4096	0	60	60
4097	0	64	64
4098	0	63	63
4099	0	60	60
4100	0	67	67
4101	0	63	63
4102	0	55	55
4103	0	48	48
4104	0	58	58
4105	0	47	47
4106	0	49	49
4107	0	93	93
4108	0	66	66
4109	0	60	60
4110	0	63	63
4111	0	49	49
4112	0	45	45
4113	0	54	54
4114	0	65	65
4115	0	60	60
4116	0	52	52
4117	0	49	49
4118	0	60	60
4119	0	53	53
4120	0	54	54
4121	0	71	71
4122	0	45	45
4123	0	70	70
4124	0	62	62
4125	0	56	56
4126	0	55	55
4127	0	57	57
4128	0	47	47
4129	0	47	47
4130	0	55	55
4131	0	46	46
4132	0	59	59
4133	0	51	51
4134	0	57	57
4135	0	56	56
4136	0	61	61
4137	0	60	60
4138	0	43	43
4139	0	52	52
4140	0	37	37
4141	0	64	64
4142	0	61	61
4143	0	61	61
4144	0	63	63
4145	0	50	50
4146	0	53	53
4147	0	56	56
4148	0	59	59
4149	0	53	53
4150	0	54	54
4151	0	51	51
4152	0	48	48
4153	0	43	43
4154	0	55	55
4155	0	53	53
4156	0	59	59
4157	0	74	74
4158	0	64	64
4159	0	38	38
4160	0	55	55
4161	0	53	53
4162	0	61	61
4163	0	47	47
4164	0	61	61
4165	0	60	60
4166	0	63	63
4167	0	53	53
4168	0	57	57
4169	0	60	60
4170	0	50	50
4171	0	52	52
4172	0	54	54
4173	0	68	68
4174	0	58	58
4175	0	59	59
4176	0	57	57
4177	0	59	59
4178	0	53	53
4179	0	69	69
4180	0	63	63
4181	0	51	51
4182	0	46	46
4183	0	50	50
4184	0	47	47
4185	0	59	59
4186	0	58	58
4187	0	57	57
4188	0	67	67
4189	0	53	53
4190	0	45	45
4191	0	61	61
4192	0	53	53
4193	0	62	62
4194	0	56	56
4195	0	53	53
4196	0	41	41
4197	0	50	50
4198	0	61	61
4199	0	65	65
4200	0	58	58
4201	0	54	54
4202	0	50	50
4203	0	60	60
4204	0	53	53
4205	0	59	59
4206	0	65	65
4207	0	43	43
4208	0	58	58
4209	0	50	50
4210	0	49	49
4211	0	55	55
4212	0	41	41
4213	0	63	63
4214	0	70	70
4215	0	41	41
4216	0	67	67
4217	0	44	44
4218	0	67	67
4219	0	64	64
4220	0	57	57
4221	0	64	64
4222	0	71	71
4223	0	61	61
4224	0	64	64
4225	0	55	55
4226	0	64	64
4227	0	52	52
4228	0	51	51
4229	0	64	64
4230	0	49	49
4231	0	57	57
4232	0	47	47
4233	0	66	66
4234	0	56	56
4235	0	50	50
4236	0	46	46
4237	0	54	54
4238	0	49	49
4239	0	61	61
4240	0	45	45
4241	0	59	59
4242	0	64	64
4243	0	45	45
4244	0	56	56
4245	0	46	46
4246	0	55	55
4247	0	42	42
4248	0	60	60
4249	0	57	57
4250	0	66	66
4251	0	46	46
4252	0	48	48
4253	0	52	52
4254	0	47	47
4255	0	67	67
4256	0	54	54
4257	0	43	43
4258	0	56	56
4259	0	54	54
4260	0	47	47
4261	0	67	67
4262	0	57	57
4263	0	41	41
4264	0	66	66
4265	0	52	52
4266	0	51	51
4267	0	51	51
4268	0	43	43
4269	0	54	54
4270	0	52	52
4271	0	61	61
4272	0	47	47
4273	0	44	44
4274	0	61	61
4275	0	58	58
4276	0	57	57
4277	0	57	57
4278	0	54	54
4279	0	44	44
4280	0	62	62
4281	0	37	37
4282	0	43	43
4283	0	64	64
4284	0	47	47
4285	0	67	67
4286	0	54	54
4287	0	71	71
4288	0	58	58
4289	0	52	52
4290	0	55	55
4291	0	55	55
4292	0	53	53
4293	0	48	48
4294	0	33	33
4295	0	47	47
4296	0	53	53
4297	0	51	51
4298	0	62	62
4299	0	48	48
4300	0	51	51
4301	0	47	47
4302	0	55	55
4303	0	33	33
4304	0	58	58
4305	0	66	66
4306	0	54	54
4307	0	46	46
4308	0	50	50
4309	0	39	39
4310	0	57	57
4311	0	52	52
4312	0	54	54
4313	0	46	46
4314	0	63	63
4315	0	59	59
4316	0	39	39
4317	0	52	52
4318	0	46	46
4319	0	50	50
4320	0	56	56
4321	0	62	62
4322	0	58	58
4323	0	55	55
4324	0	65	65
4325	0	57	57
4326	0	55	55
4327	0	63	63
4328	0	50	50
4329	0	62	62
4330	0	40	40
4331	0	50	50
4332	0	47	47
4333	0	49	49
4334	0	56	56
4335	0	49	49
4336	0	59	59
4337	0	52	52
4338	0	59	59
4339	0	58	58
4340	0	43	43
4341	0	56	56
4342	0	50	50
4343	0	44	44
4344	0	60	60
4345	0	56	56
4346	0	38	38
4347	0	65	65
4348	0	51	51
4349	0	54	54
4350	0	49	49
4351	0	51	51
4352	0	46	46
4353	0	49	49
4354	0	53	53
4355	0	48	48
4356	0	56	56
4357	0	61	61
4358	0	56	56
4359	0	49	49
4360	0	52	52
4361	0	67	67
4362	0	49	49
4363	0	50	50
4364	0	58	58
4365	0	50	50
4366	0	64	64
4367	0	49	49
4368	0	41	41
4369	0	54	54
4370	0	54	54
4371	0	52	52
4372	0	49	49
4373	0	65	65
4374	0	59	59
4375	0	45	45
4376	0	58	58
4377	0	60	60
4378	0	50	50
4379	0	45	45
4380	0	51	51
4381	0	50	50
4382	0	46	46
4383	0	38	38
4384	0	58	58
4385	0	40	40
4386	0	42	42
4387	0	62	62
4388	0	59	59
4389	0	41	41
4390	0	46	46
4391	0	48	48
4392	0	52	52
4393	0	51	51
4394	0	44	44
4395	0	56	56
4396	0	45	45
4397	0	54	54
4398	0	55	55
4399	0	41	41
4400	0	50	50
4401	0	49	49
4402	0	49	49
4403	0	51	51
4404	0	52	52
4405	0	55	55
4406	0	56	56
4407	0	47	47
4408	0	48	48
4409	0	56	56
4410	0	47	47
4411	0	52	52
4412	0	70	70
4413	0	62	62
4414	0	53	53
4415	0	45	45
4416	0	47	47
4417	0	47	47
4418	0	61	61
4419	0	50	50
4420	0	49	49
4421	0	52	52
4422	0	44	44
4423	0	52	52
4424	0	46	46
4425	0	57	57
4426	0	47	47
4427	0	47	47
4428	0	51	51
4429	0	54	54
4430	0	66	66
4431	0	51	51
4432	0	57	57
4433	0	39	39
4434	0	65	65
4435	0	48	48
4436	0	47	47
4437	0	52	52
4438	0	52	52
4439	0	50	50
4440	0	63	63
4441	0	65	65
4442	0	66	66
4443	0	45	45
4444	0	42	42
4445	0	49	49
4446	0	42	42
4447	0	51	51
4448	0	58	58
4449	0	36	36
4450	0	47	47
4451	0	43	43
4452	0	55	55
4453	0	65	65
4454	0	51	51
4455	0	52	52
4456	0	59	59
4457	0	49	49
4458	0	44	44
4459	0	56	56
4460	0	47	47
4461	0	55	55
4462	0	49	49
4463	0	55	55
4464	0	53	53
4465	0	49	49
4466	0	63	63
4467	0	56	56
4468	0	51	51
4469	0	55	55
4470	0	49	49
4471	0	59	59
4472	0	45	45
4473	0	54	54
4474	0	36	36
4475	0	38	38
4476	0	55	55
4477	0	49	49
4478	0	49	49
4479	0	40	40
4480	0	55	55
4481	0	65	65
4482	0	56	56
4483	0	47	47
4484	0	39	39
4485	0	56	56
4486	0	55	55
4487	0	53	53
4488	0	45	45
4489	0	51	51
4490	0	56	56
4491	0	52	52
4492	0	47	47
4493	0	59	59
4494	0	54	54
4495	0	50	50
4496	0	41	41
4497	0	43	43
4498	0	41	41
4499	0	52	52
4500	0	58	58
4501	0	48	48
4502	0	45	45
4503	0	55	55
4504	0	51	51
4505	0	45	45
4506	0	52	52
4507	0	57	57
4508	0	54	54
4509	0	58	58
4510	0	42	42
4511	0	47	47
4512	0	57	57
4513	0	39	39
4514	0	41	41
4515	0	55	55
4516	0	54	54
4517	0	47	47
4518	0	50	50
4519	0	54	54
4520	0	40	40
4521	0	63	63
4522	0	48	48
4523	0	46	46
4524	0	54	54
4525	0	66	66
4526	0	60	60
4527	0	36	36
4528	0	54	54
4529	0	54	54
4530	0	34	34
4531	0	44	44
4532	0	54	54
4533	0	38	38
4534	0	48	48
4535	0	46	46
4536	0	43	43
4537	0	42	42
4538	0	58	58
4539	0	47	47
4540	0	66	66
4541	0	40	40
4542	0	46	46
4543	0	54	54
4544	0	45	45
4545	0	56	56
4546	0	47	47
4547	0	38	38
4548	0	55	55
4549	0	54	54
4550	0	57	57
4551	0	51	51
4552	0	41	41
4553	0	45	45
4554	0	63	63
4555	0	49	49
4556	0	53	53
4557	0	51	51
4558	0	42	42
4559	0	51	51
4560	0	40	40
4561	0	61	61
4562	0	48	48
4563	0	45	45
4564	0	53	53
4565	0	57	57
4566	0	59	59
4567	0	61	61
4568	0	46	46
4569	0	47	47
4570	0	45	45
4571	0	51	51
4572	0	51	51
4573	0	43	43
4574	0	61	61
4575	0	61	61
4576	0	44	44
4577	0	55	55
4578	0	54	54
4579	0	46	46
4580	0	52	52
4581	0	54	54
4582	0	39	39
4583	0	42	42
4584	0	40	40
4585	0	46	46
4586	0	45	45
4587	0	48	48
4588	0	49	49
4589	0	52	52
4590	0	63	63
4591	0	48	48
4592	0	51	51
4593	0	43	43
4594	0	52	52
4595	0	49	49
4596	0	45	45
4597	0	43	43
4598	0	52	52
4599	0	44	44
4600	0	53	53
4601	0	45	45
4602	0	50	50
4603	0	48	48
4604	0	45	45
4605	0	58	58
4606	0	41	41
4607	0	49	49
4608	0	48	48
4609	0	53	53
4610	0	40	40
4611	0	39	39
4612	0	42	42
4613	0	55	55
4614	0	60	60
4615	0	35	35
4616	0	48	48
4617	0	51	51
4618	0	48	48
4619	0	33	33
4620	0	64	64
4621	0	47	47
4622	0	41	41
4623	0	39	39
4624	0	52	52
4625	0	47	47
4626	0	32	32
4627	0	53	53
4628	0	52	52
4629	0	47	47
4630	0	50	50
4631	0	30	30
4632	0	40	40
4633	0	35	35
4634	0	44	44
4635	0	44	44
4636	0	59	59
4637	0	56	56
4638	0	56	56
4639	0	44	44
4640	0	55	55
4641	0	49	49
4642	0	50	50
4643	0	61	61
4644	0	39	39
4645	0	47	47
4646	0	49	49
4647	0	48	48
4648	0	49	49
4649	0	46	46
4650	0	46	46
4651	0	46	46
4652	0	41	41
4653	0	42	42
4654	0	51	51
4655	0	48	48
4656	0	62	62
4657	0	44	44
4658	0	44	44
4659	0	39	39
4660	0	49	49
4661	0	46	46
4662	0	58	58
4663	0	48	48
4664	0	55	55
4665	0	55	55
4666	0	53	53
4667	0	47	47
4668	0	53	53
4669	0	61	61
4670	0	50	50
4671	0	51	51
4672	0	37	37
4673	0	48	48
4674	0	52	52
4675	0	45	45
4676	0	32	32
4677	0	58	58
4678	0	49	49
4679	0	44	44
4680	0	36	36
4681	0	53	53
4682	0	51	51
4683	0	48	48
4684	0	54	54
4685	0	54	54
4686	0	43	43
4687	0	55	55
4688	0	48	48
4689	0	40	40
4690	0	47	47
4691	0	56	56
4692	0	48	48
4693	0	39	39
4694	0	43	43
4695	0	50	50
4696	0	51	51
4697	0	58	58
4698	0	38	38
4699	0	40	40
4700	0	49	49
4701	0	50	50
4702	0	43	43
4703	0	40	40
4704	0	48	48
4705	0	38	38
4706	0	49	49
4707	0	53	53
4708	0	46	46
4709	0	51	51
4710	0	50	50
4711	0	35	35
4712	0	47	47
4713	0	37	37
4714	0	43	43
4715	0	56	56
4716	0	53	53
4717	0	49	49
4718	0	49	49
4719	0	47	47
4720	0	44	44
4721	0	51	51
4722	0	47	47
4723	0	39	39
4724	0	44	44
4725	0	47	47
4726	0	51	51
4727	0	45	45
4728	0	42	42
4729	0	47	47
4730	0	52	52
4731	0	43	43
4732	0	50	50
4733	0	42	42
4734	0	54	54
4735	0	43	43
4736	0	48	48
4737	0	37	37
4738	0	28	28
4739	0	35	35
4740	0	52	52
4741	0	41	41
4742	0	49	49
4743	0	43	43
4744	0	52	52
4745	0	42	42
4746	0	43	43
4747	0	52	52
4748	0	46	46
4749	0	52	52
4750	0	38	38
4751	0	41	41
4752	0	54	54
4753	0	44	44
4754	0	44	44
4755	0	45	45
4756	0	45	45
4757	0	51	51
4758	0	48	48
4759	0	59	59
4760	0	46	46
4761	0	34	34
4762	0	53	53
4763	0	44	44
4764	0	46	46
4765	0	55	55
4766	0	55	55
4767	0	45	45
4768	0	39	39
4769	0	44	44
4770	0	51	51
4771	0	37	37
4772	0	53	53
4773	0	38	38
4774	0	37	37
4775	0	46	46
4776	0	57	57
4777	0	38	38
4778	0	50	50
4779	0	49	49
4780	0	47	47
4781	0	47	47
4782	0	44	44
4783	0	42	42
4784	0	39	39
4785	0	35	35
4786	0	41	41
4787	0	31	31
4788	0	42	42
4789	0	50	50
4790	0	53	53
4791	0	41	41
4792	0	49	49
4793	0	59	59
4794	0	57	57
4795	0	40	40
4796	0	49	49
4797	0	38	38
4798	0	50	50
4799	0	42	42
4800	0	57	57
4801	0	48	48
4802	0	36	36
4803	0	47	47
4804	0	40	40
4805	0	39	39
4806	0	50	50
4807	0	47	47
4808	0	52	52
4809	0	58	58
4810	0	50	50
4811	0	51	51
4812	0	36	36
4813	0	44	44
4814	0	40	40
4815	0	46	46
4816	0	52	52
4817	0	47	47
4818	0	52	52
4819	0	45	45
4820	0	47	47
4821	0	28	28
4822	0	38	38
4823	0	45	45
4824	0	45	45
4825	0	42	42
4826	0	52	52
4827	0	43	43
4828	0	44	44
4829	0	46	46
4830	0	46	46
4831	0	40	40
4832	0	48	48
4833	0	38	38
4834	0	41	41
4835	0	47	47
4836	0	38	38
4837	0	49	49
4838	0	49	49
4839	0	39	39
4840	0	49	49
4841	0	48	48
4842	0	50	50
4843	0	47	47
4844	0	44	44
4845	0	37	37
4846	0	51	51
4847	0	44	44
4848	0	40	40
4849	0	50	50
4850	0	42	42
4851	0	34	34
4852	0	53	53
4853	0	50	50
4854	0	41	41
4855	0	46	46
4856	0	43	43
4857	0	43	43
4858	0	44	44
4859	0	41	41
4860	0	27	27
4861	0	37	37
4862	0	32	32
4863	0	48	48
4864	0	47	47
4865	0	46	46
4866	0	37	37
4867	0	56	56
4868	0	49	49
4869	0	45	45
4870	0	43	43
4871	0	38	38
4872	0	36	36
4873	0	45	45
4874	0	47	47
4875	0	33	33
4876	0	45	45
4877	0	47	47
4878	0	51	51
4879	0	47	47
4880	0	52	52
4881	0	55	55
4882	0	43	43
4883	0	47	47
4884	0	38	38
4885	0	50	50
4886	0	33	33
4887	0	34	34
4888	0	44	44
4889	0	53	53
4890	0	47	47
4891	0	42	42
4892	0	38	38
4893	0	44	44
4894	0	37	37
4895	0	43	43
4896	0	56	56
4897	0	33	33
4898	0	40	40
4899	0	45	45
4900	0	42	42
4901	0	49	49
4902	0	39	39
4903	0	35	35
4904	0	42	42
4905	0	43	43
4906	0	39	39
4907	0	43	43
4908	0	37	37
4909	0	44	44
4910	0	49	49
4911	0	40	40
4912	0	40	40
4913	0	31	31
4914	0	32	32
4915	0	43	43
4916	0	49	49
4917	0	51	51
4918	0	40	40
4919	0	45	45
4920	0	39	39
4921	0	31	31
4922	0	48	48
4923	0	56	56
4924	0	30	30
4925	0	35	35
4926	0	48	48
4927	0	38	38
4928	0	43	43
4929	0	38	38
4930	0	37	37
4931	0	38	38
4932	0	48	48
4933	0	43	43
4934	0	45	45
4935	0	38	38
4936	0	44	44
4937	0	32	32
4938	0	35	35
4939	0	48	48
4940	0	45	45
4941	0	50	50
4942	0	51	51
4943	0	37	37
4944	0	38	38
4945	0	49	49
4946	0	46	46
4947	0	44	44
4948	0	47	47
4949	0	28	28
4950	0	38	38
4951	0	47	47
4952	0	51	51
4953	0	46	46
4954	0	46	46
4955	0	38	38
4956	0	37	37
4957	0	40	40
4958	0	31	31
4959	0	49	49
4960	0	43	43
4961	0	49	49
4962	0	47	47
4963	0	54	54
4964	0	38	38
4965	0	52	52
4966	0	44	44
4967	0	42	42
4968	0	31	31
4969	0	47	47
4970	0	42	42
4971	0	50	50
4972	0	42	42
4973	0	49	49
4974	0	43	43
4975	0	41	41
4976	0	36	36
4977	0	56	56
4978	0	48	48
4979	0	51	51
4980	0	58	58
4981	0	54	54
4982	0	42	42
4983	0	69	69
4984	0	54	54
4985	0	51	51
4986	0	69	69
4987	0	78	78
4988	0	110	110
4989	0	62	62
4990	0	56	56
4991	0	48	48
4992	0	52	52
4993	0	45	45
4994	0	49	49
4995	0	45	45
4996	0	44	44
4997	0	43	43
4998	0	45	45
4999	0	40	40
5000	0	45	45
5001	0	56	56
5002	0	42	42
5003	0	24	24
5004	0	43	43
5005	0	47	47
5006	0	40	40
5007	0	37	37
5008	0	45	45
5009	0	45	45
5010	0	43	43
5011	0	42	42
5012	0	46	46
5013	0	33	33
5014	0	41	41
5015	0	33	33
5016	0	49	49
5017	0	39	39
5018	0	49	49
5019	0	44	44
5020	0	35	35
5021	0	36	36
5022	0	30	30
5023	0	42	42
5024	0	42	42
5025	0	51	51
5026	0	40	40
5027	0	46	46
5028	0	45	45
5029	0	48	48
5030	0	37	37
5031	0	41	41
5032	0	25	25
5033	0	44	44
5034	0	34	34
5035	0	47	47
5036	0	45	45
5037	0	36	36
5038	0	44	44
5039	0	40	40
5040	0	35	35
5041	0	36	36
5042	0	39	39
5043	0	47	47
5044	0	43	43
5045	0	41	41
5046	0	57	57
5047	0	41	41
5048	0	43	43
5049	0	41	41
5050	0	41	41
5051	0	41	41
5052	0	42	42
5053	0	51	51
5054	0	38	38
5055	0	36	36
5056	0	40	40
5057	0	38	38
5058	0	51	51
5059	0	43	43
5060	0	33	33
5061	0	34	34
5062	0	43	43
5063	0	46	46
5064	0	29	29
5065	0	34	34
5066	0	37	37
5067	0	40	40
5068	0	32	32
5069	0	41	41
5070	0	38	38
5071	0	37	37
5072	0	40	40
