Fragment_length	Missing_sites	GCGC-GCGC	Sum
13352	0	4	4
13353	0	6	6
13354	0	6	6
13355	0	7	7
13356	0	4	4
13357	0	3	3
13358	0	4	4
13359	0	3	3
13360	0	4	4
13361	0	6	6
13362	0	5	5
13363	0	7	7
13364	0	5	5
13365	0	5	5
13366	0	8	8
13367	0	3	3
13368	0	6	6
13369	0	5	5
13370	0	12	12
13371	0	7	7
13372	0	5	5
13373	0	6	6
13374	0	6	6
13375	0	3	3
13376	0	5	5
13377	0	8	8
13378	0	8	8
13379	0	8	8
13380	0	4	4
13381	0	9	9
13382	0	4	4
13383	0	2	2
13384	0	6	6
13385	0	5	5
13386	0	10	10
13387	0	8	8
13388	0	5	5
13389	0	1	1
13390	0	3	3
13391	0	6	6
13392	0	4	4
13393	0	6	6
13395	0	2	2
13396	0	5	5
13397	0	5	5
13398	0	7	7
13399	0	6	6
13400	0	2	2
13401	0	7	7
13402	0	9	9
13403	0	6	6
13404	0	7	7
13405	0	5	5
13406	0	5	5
13407	0	4	4
13408	0	4	4
13409	0	6	6
13410	0	2	2
13411	0	2	2
13412	0	8	8
13413	0	5	5
13414	0	5	5
13416	0	7	7
13417	0	3	3
13418	0	9	9
13419	0	5	5
13420	0	2	2
13421	0	2	2
13422	0	9	9
13423	0	8	8
13424	0	2	2
13425	0	6	6
13426	0	3	3
13427	0	4	4
13428	0	6	6
13429	0	3	3
13430	0	5	5
13431	0	4	4
13432	0	5	5
13433	0	4	4
13434	0	7	7
13435	0	2	2
13436	0	4	4
13437	0	10	10
13438	0	7	7
13439	0	7	7
13440	0	2	2
13441	0	6	6
13442	0	6	6
13443	0	1	1
13444	0	3	3
13445	0	7	7
13446	0	10	10
13447	0	3	3
13448	0	4	4
13449	0	7	7
13450	0	11	11
13451	0	9	9
13452	0	8	8
13453	0	5	5
13454	0	5	5
13455	0	6	6
13456	0	3	3
13457	0	2	2
13458	0	5	5
13459	0	1	1
13460	0	3	3
13461	0	5	5
13462	0	5	5
13463	0	6	6
13464	0	6	6
13465	0	5	5
13466	0	7	7
13467	0	3	3
13468	0	7	7
13469	0	3	3
13470	0	9	9
13471	0	7	7
13472	0	5	5
13473	0	1	1
13474	0	9	9
13475	0	6	6
13476	0	5	5
13477	0	3	3
13478	0	3	3
13479	0	8	8
13480	0	7	7
13481	0	1	1
13482	0	2	2
13483	0	5	5
13485	0	7	7
13486	0	4	4
13487	0	4	4
13488	0	5	5
13489	0	4	4
13490	0	3	3
13491	0	7	7
13492	0	2	2
13493	0	2	2
13494	0	2	2
13495	0	3	3
13496	0	2	2
13497	0	2	2
13498	0	4	4
13499	0	6	6
13500	0	6	6
13501	0	6	6
13502	0	4	4
13503	0	2	2
13504	0	3	3
13505	0	6	6
13506	0	5	5
13507	0	4	4
13508	0	4	4
13509	0	4	4
13510	0	5	5
13511	0	6	6
13512	0	6	6
13513	0	6	6
13514	0	2	2
13515	0	1	1
13516	0	7	7
13517	0	2	2
13518	0	2	2
13519	0	6	6
13520	0	4	4
13521	0	2	2
13522	0	5	5
13523	0	3	3
13524	0	2	2
13525	0	2	2
13526	0	6	6
13527	0	2	2
13528	0	9	9
13529	0	2	2
13530	0	2	2
13531	0	1	1
13532	0	3	3
13533	0	6	6
13534	0	6	6
13535	0	5	5
13536	0	5	5
13537	0	8	8
13538	0	3	3
13539	0	2	2
13540	0	5	5
13541	0	4	4
13542	0	4	4
13543	0	5	5
13544	0	4	4
13545	0	9	9
13546	0	5	5
13547	0	9	9
13548	0	5	5
13549	0	6	6
13550	0	8	8
13551	0	2	2
13552	0	6	6
13553	0	1	1
13554	0	4	4
13555	0	4	4
13556	0	7	7
13557	0	5	5
13558	0	5	5
13559	0	4	4
13560	0	6	6
13561	0	6	6
13562	0	6	6
13563	0	7	7
13564	0	4	4
13565	0	6	6
13566	0	8	8
13567	0	7	7
13568	0	8	8
13569	0	1	1
13570	0	7	7
13571	0	6	6
13572	0	4	4
13573	0	4	4
13574	0	5	5
13575	0	3	3
13576	0	4	4
13577	0	8	8
13578	0	5	5
13579	0	8	8
13580	0	5	5
13581	0	2	2
13582	0	2	2
13583	0	3	3
13584	0	5	5
13585	0	3	3
13586	0	3	3
13587	0	2	2
13589	0	6	6
13590	0	4	4
13591	0	6	6
13592	0	3	3
13593	0	4	4
13594	0	3	3
13595	0	4	4
13596	0	4	4
13597	0	5	5
13598	0	4	4
13599	0	4	4
13600	0	9	9
13601	0	7	7
13602	0	6	6
13603	0	4	4
13604	0	6	6
13605	0	6	6
13606	0	6	6
13607	0	6	6
13608	0	8	8
13609	0	3	3
13610	0	2	2
13611	0	3	3
13612	0	6	6
13613	0	3	3
13614	0	3	3
13615	0	4	4
13616	0	3	3
13617	0	4	4
13618	0	7	7
13619	0	9	9
13620	0	6	6
13621	0	3	3
13622	0	6	6
13623	0	5	5
13624	0	8	8
13625	0	3	3
13626	0	6	6
13627	0	2	2
13628	0	6	6
13629	0	4	4
13630	0	4	4
13631	0	2	2
13632	0	3	3
13633	0	8	8
13634	0	3	3
13635	0	2	2
13636	0	8	8
13637	0	2	2
13638	0	8	8
13639	0	4	4
13640	0	8	8
13641	0	10	10
13642	0	5	5
13643	0	5	5
13644	0	7	7
13645	0	6	6
13646	0	4	4
13647	0	6	6
13648	0	3	3
13649	0	4	4
13650	0	5	5
13651	0	5	5
13652	0	3	3
13653	0	4	4
13654	0	2	2
13655	0	2	2
13656	0	2	2
13657	0	5	5
13658	0	6	6
13659	0	1	1
13660	0	4	4
13661	0	6	6
13662	0	3	3
13663	0	4	4
13664	0	2	2
13665	0	2	2
13666	0	8	8
13667	0	5	5
13668	0	2	2
13669	0	4	4
13670	0	3	3
13671	0	4	4
13672	0	5	5
13673	0	3	3
13674	0	4	4
13675	0	5	5
13676	0	7	7
13677	0	8	8
13678	0	4	4
13679	0	2	2
13680	0	6	6
13681	0	4	4
13682	0	7	7
13683	0	3	3
13684	0	8	8
13685	0	7	7
13686	0	2	2
13687	0	5	5
13688	0	3	3
13689	0	2	2
13690	0	5	5
13691	0	4	4
13692	0	2	2
13693	0	4	4
13694	0	7	7
13695	0	5	5
13696	0	7	7
13697	0	7	7
13698	0	9	9
13699	0	9	9
13700	0	2	2
13701	0	4	4
13702	0	4	4
13703	0	1	1
13704	0	9	9
13705	0	3	3
13706	0	3	3
13707	0	6	6
13708	0	8	8
13709	0	12	12
13710	0	6	6
13711	0	5	5
13712	0	3	3
13713	0	6	6
13714	0	6	6
13715	0	4	4
13716	0	7	7
13717	0	4	4
13718	0	3	3
13719	0	4	4
13720	0	6	6
13721	0	2	2
13722	0	2	2
13723	0	2	2
13724	0	5	5
13725	0	3	3
13726	0	7	7
13727	0	4	4
13728	0	3	3
13729	0	3	3
13730	0	5	5
13731	0	6	6
13732	0	3	3
13733	0	4	4
13734	0	3	3
13735	0	3	3
13736	0	9	9
13737	0	4	4
13738	0	4	4
13739	0	3	3
13741	0	5	5
13742	0	3	3
13743	0	3	3
13744	0	10	10
13745	0	4	4
13746	0	10	10
13747	0	2	2
13748	0	8	8
13749	0	3	3
13750	0	3	3
13751	0	3	3
13752	0	4	4
13753	0	2	2
13754	0	5	5
13755	0	4	4
13756	0	4	4
13757	0	8	8
13758	0	2	2
13759	0	5	5
13760	0	5	5
13761	0	3	3
13762	0	5	5
13763	0	1	1
13764	0	2	2
13765	0	3	3
13766	0	2	2
13767	0	3	3
13768	0	4	4
13769	0	4	4
13770	0	6	6
13771	0	7	7
13772	0	3	3
13773	0	2	2
13774	0	2	2
13775	0	5	5
13776	0	5	5
13777	0	4	4
13778	0	4	4
13779	0	4	4
13780	0	4	4
13781	0	4	4
13782	0	4	4
13783	0	7	7
13784	0	7	7
13785	0	4	4
13786	0	6	6
13787	0	7	7
13788	0	4	4
13789	0	7	7
13790	0	3	3
13791	0	2	2
13792	0	6	6
13793	0	4	4
13794	0	5	5
13795	0	7	7
13796	0	4	4
13797	0	6	6
13798	0	6	6
13799	0	7	7
13800	0	4	4
13801	0	1	1
13802	0	4	4
13803	0	5	5
13804	0	6	6
13805	0	3	3
13806	0	3	3
13807	0	4	4
13808	0	4	4
13809	0	1	1
13810	0	5	5
13811	0	3	3
13812	0	11	11
13813	0	4	4
13814	0	5	5
13815	0	2	2
13816	0	3	3
13817	0	4	4
13818	0	3	3
13819	0	6	6
13820	0	9	9
13821	0	6	6
13822	0	5	5
13823	0	8	8
13824	0	3	3
13825	0	4	4
13826	0	1	1
13827	0	5	5
13828	0	2	2
13829	0	2	2
13830	0	4	4
13831	0	3	3
13832	0	1	1
13833	0	4	4
13834	0	3	3
13835	0	4	4
13836	0	6	6
13837	0	4	4
13838	0	3	3
13839	0	3	3
13842	0	5	5
13843	0	7	7
13844	0	3	3
13845	0	5	5
13846	0	3	3
13848	0	5	5
13849	0	2	2
13850	0	3	3
13851	0	10	10
13852	0	4	4
13853	0	4	4
13854	0	5	5
13855	0	5	5
13856	0	7	7
13857	0	7	7
13858	0	6	6
13859	0	3	3
13860	0	4	4
13861	0	4	4
13862	0	5	5
13863	0	9	9
13864	0	2	2
13865	0	1	1
13866	0	3	3
13867	0	4	4
13868	0	6	6
13869	0	4	4
13870	0	3	3
13871	0	2	2
13872	0	4	4
13873	0	3	3
13874	0	4	4
13876	0	3	3
13877	0	3	3
13878	0	1	1
13879	0	5	5
13880	0	4	4
13881	0	7	7
13882	0	3	3
13883	0	5	5
13884	0	6	6
13885	0	3	3
13886	0	2	2
13887	0	5	5
13888	0	6	6
13889	0	4	4
13890	0	4	4
13891	0	2	2
13892	0	4	4
13893	0	4	4
13894	0	2	2
13895	0	7	7
13896	0	7	7
13897	0	4	4
13898	0	5	5
13899	0	4	4
13900	0	3	3
13901	0	3	3
13902	0	5	5
13903	0	2	2
13904	0	5	5
13905	0	4	4
13906	0	4	4
13907	0	2	2
13908	0	7	7
13909	0	8	8
13910	0	2	2
13911	0	5	5
13912	0	4	4
13913	0	6	6
13914	0	4	4
13915	0	5	5
13916	0	4	4
13917	0	3	3
13918	0	7	7
13919	0	5	5
13920	0	4	4
13921	0	3	3
13922	0	5	5
13923	0	5	5
13924	0	5	5
13925	0	7	7
13926	0	6	6
13927	0	4	4
13928	0	5	5
13929	0	4	4
13930	0	3	3
13931	0	4	4
13932	0	5	5
13933	0	6	6
13935	0	3	3
13936	0	2	2
13937	0	2	2
13938	0	5	5
13939	0	1	1
13940	0	6	6
13941	0	6	6
13942	0	2	2
13943	0	2	2
13944	0	5	5
13945	0	2	2
13946	0	4	4
13947	0	9	9
13948	0	2	2
13949	0	3	3
13950	0	4	4
13951	0	4	4
13952	0	7	7
13953	0	6	6
13954	0	4	4
13955	0	3	3
13956	0	4	4
13957	0	1	1
13958	0	2	2
13959	0	4	4
13960	0	4	4
13961	0	4	4
13962	0	4	4
13963	0	5	5
13964	0	3	3
13965	0	5	5
13966	0	8	8
13967	0	4	4
13968	0	5	5
13969	0	2	2
13970	0	6	6
13971	0	4	4
13972	0	4	4
13973	0	5	5
13974	0	2	2
13975	0	3	3
13976	0	7	7
13977	0	3	3
13978	0	2	2
13979	0	4	4
13980	0	4	4
13981	0	6	6
13982	0	5	5
13983	0	5	5
13984	0	8	8
13985	0	5	5
13986	0	9	9
13987	0	3	3
13988	0	3	3
13989	0	4	4
13990	0	3	3
13991	0	3	3
13992	0	7	7
13994	0	6	6
13995	0	9	9
13996	0	2	2
13997	0	4	4
13998	0	7	7
13999	0	5	5
14000	0	4	4
14001	0	2	2
14002	0	8	8
14003	0	5	5
14004	0	3	3
14005	0	8	8
14006	0	2	2
14007	0	4	4
14008	0	3	3
14009	0	6	6
14010	0	1	1
14011	0	2	2
14012	0	3	3
14013	0	5	5
14014	0	5	5
14015	0	1	1
14016	0	2	2
14017	0	3	3
14018	0	6	6
14019	0	4	4
14020	0	6	6
14021	0	5	5
14023	0	5	5
14024	0	5	5
14025	0	3	3
14026	0	1	1
14027	0	5	5
14028	0	5	5
14029	0	4	4
14030	0	1	1
14031	0	4	4
14032	0	2	2
14033	0	6	6
14034	0	7	7
14035	0	2	2
14036	0	4	4
14037	0	7	7
14038	0	3	3
14039	0	9	9
14040	0	3	3
14041	0	7	7
14042	0	2	2
14043	0	7	7
14044	0	3	3
14045	0	3	3
14046	0	5	5
14047	0	4	4
14048	0	3	3
14049	0	2	2
14050	0	6	6
14051	0	4	4
14052	0	6	6
14053	0	4	4
14054	0	2	2
14055	0	5	5
14056	0	3	3
14057	0	3	3
14058	0	7	7
14059	0	6	6
14060	0	3	3
14061	0	2	2
14062	0	4	4
14063	0	5	5
14064	0	4	4
14065	0	1	1
14066	0	2	2
14067	0	2	2
14068	0	9	9
14069	0	8	8
14070	0	1	1
14071	0	6	6
14072	0	1	1
14073	0	3	3
14074	0	3	3
14075	0	5	5
14076	0	4	4
14077	0	11	11
14078	0	4	4
14079	0	6	6
14080	0	7	7
14081	0	4	4
14082	0	3	3
14083	0	6	6
14084	0	6	6
14085	0	3	3
14086	0	6	6
14087	0	6	6
14088	0	5	5
14089	0	5	5
14090	0	4	4
14091	0	4	4
14092	0	4	4
14093	0	2	2
14094	0	6	6
14095	0	4	4
14096	0	4	4
14097	0	6	6
14098	0	3	3
14099	0	6	6
14100	0	2	2
14101	0	2	2
14102	0	7	7
14103	0	2	2
14104	0	1	1
14105	0	2	2
14106	0	2	2
14107	0	5	5
14108	0	4	4
14109	0	10	10
14110	0	1	1
14111	0	6	6
14112	0	5	5
14113	0	4	4
14114	0	1	1
14115	0	5	5
14116	0	4	4
14117	0	6	6
14118	0	2	2
14119	0	5	5
14120	0	5	5
14121	0	4	4
14122	0	1	1
14123	0	3	3
14124	0	2	2
14125	0	6	6
14126	0	4	4
14127	0	3	3
14128	0	1	1
14130	0	5	5
14131	0	2	2
14132	0	4	4
14133	0	5	5
14134	0	3	3
14135	0	4	4
14136	0	3	3
14137	0	4	4
14138	0	3	3
14139	0	4	4
14140	0	2	2
14141	0	3	3
14142	0	3	3
14143	0	3	3
14144	0	4	4
14145	0	1	1
14146	0	3	3
14147	0	4	4
14148	0	4	4
14149	0	6	6
14150	0	3	3
14151	0	6	6
14152	0	8	8
14153	0	8	8
14154	0	4	4
14155	0	1	1
14156	0	4	4
14157	0	3	3
14158	0	1	1
14159	0	3	3
14160	0	7	7
14161	0	6	6
14162	0	6	6
14163	0	4	4
14164	0	5	5
14165	0	3	3
14166	0	3	3
14167	0	5	5
14168	0	6	6
14169	0	2	2
14170	0	4	4
14171	0	4	4
14172	0	3	3
14173	0	6	6
14174	0	8	8
14175	0	4	4
14176	0	4	4
14177	0	4	4
14178	0	3	3
14179	0	2	2
14180	0	6	6
14181	0	4	4
14182	0	4	4
14183	0	4	4
14184	0	4	4
14185	0	2	2
14186	0	5	5
14187	0	3	3
14188	0	3	3
14189	0	3	3
14190	0	4	4
14191	0	4	4
14192	0	1	1
14193	0	10	10
14194	0	5	5
14195	0	2	2
14196	0	1	1
14197	0	3	3
14198	0	6	6
14199	0	3	3
14200	0	4	4
14201	0	4	4
14202	0	5	5
14203	0	6	6
14204	0	4	4
14205	0	1	1
14206	0	3	3
14207	0	3	3
14208	0	6	6
14209	0	3	3
14210	0	8	8
14211	0	2	2
14212	0	4	4
14213	0	4	4
14214	0	6	6
14215	0	6	6
14216	0	3	3
14217	0	3	3
14218	0	4	4
14219	0	4	4
14220	0	7	7
14221	0	2	2
14222	0	6	6
14223	0	4	4
14224	0	2	2
14225	0	3	3
14226	0	2	2
14227	0	4	4
14228	0	5	5
14229	0	8	8
14230	0	4	4
14231	0	3	3
14232	0	3	3
14233	0	2	2
14234	0	6	6
14235	0	5	5
14237	0	3	3
14238	0	1	1
14239	0	2	2
14240	0	3	3
14241	0	4	4
14242	0	4	4
14243	0	4	4
14244	0	2	2
14245	0	7	7
14246	0	3	3
14247	0	7	7
14248	0	4	4
14249	0	5	5
14250	0	3	3
14251	0	2	2
14252	0	3	3
14253	0	2	2
14254	0	5	5
14255	0	5	5
14256	0	4	4
14257	0	3	3
14258	0	3	3
14259	0	5	5
14260	0	5	5
14261	0	1	1
14263	0	7	7
14264	0	3	3
14265	0	2	2
14266	0	2	2
14267	0	7	7
14268	0	7	7
14270	0	9	9
14271	0	6	6
14272	0	3	3
14273	0	8	8
14274	0	2	2
14275	0	3	3
14276	0	8	8
14277	0	2	2
14278	0	2	2
14279	0	9	9
14280	0	3	3
14281	0	5	5
14282	0	4	4
14283	0	3	3
14284	0	6	6
14285	0	6	6
14286	0	6	6
14287	0	5	5
14288	0	6	6
14289	0	5	5
14290	0	3	3
14291	0	2	2
14292	0	4	4
14293	0	5	5
14294	0	3	3
14295	0	5	5
14296	0	1	1
14297	0	5	5
14298	0	2	2
14299	0	2	2
14300	0	2	2
14301	0	3	3
14302	0	2	2
14303	0	6	6
14304	0	2	2
14305	0	3	3
14306	0	4	4
14307	0	2	2
14308	0	4	4
14309	0	2	2
14310	0	8	8
14311	0	1	1
14312	0	7	7
14313	0	3	3
14314	0	4	4
14315	0	5	5
14316	0	7	7
14317	0	6	6
14318	0	6	6
14319	0	2	2
14320	0	6	6
14321	0	3	3
14322	0	2	2
14323	0	5	5
14324	0	3	3
14325	0	1	1
14326	0	6	6
14327	0	2	2
14328	0	3	3
14329	0	2	2
14330	0	3	3
14331	0	4	4
14332	0	3	3
14333	0	1	1
14334	0	6	6
14335	0	6	6
14336	0	1	1
14337	0	4	4
14338	0	2	2
14339	0	4	4
14340	0	6	6
14341	0	6	6
14342	0	3	3
14343	0	4	4
14344	0	5	5
14345	0	7	7
14346	0	7	7
14347	0	1	1
14348	0	3	3
14349	0	6	6
14350	0	6	6
14351	0	5	5
14352	0	3	3
14353	0	4	4
14354	0	2	2
14355	0	6	6
14356	0	6	6
14357	0	3	3
14358	0	6	6
14359	0	5	5
14360	0	4	4
14361	0	2	2
14362	0	4	4
14363	0	3	3
14364	0	2	2
14365	0	2	2
14366	0	10	10
14367	0	5	5
14368	0	3	3
14369	0	3	3
14370	0	3	3
14371	0	3	3
14372	0	8	8
14373	0	4	4
14374	0	4	4
14375	0	1	1
14376	0	3	3
14378	0	6	6
14379	0	7	7
14380	0	3	3
14381	0	6	6
14382	0	5	5
14383	0	7	7
14384	0	5	5
14385	0	5	5
14386	0	5	5
14387	0	3	3
14388	0	6	6
14389	0	2	2
14390	0	4	4
14391	0	1	1
14392	0	4	4
14393	0	2	2
14394	0	2	2
14395	0	3	3
14396	0	6	6
14397	0	2	2
14398	0	6	6
14400	0	5	5
14401	0	5	5
14402	0	4	4
14403	0	5	5
14404	0	3	3
14405	0	5	5
14406	0	2	2
14407	0	3	3
14408	0	4	4
14409	0	5	5
14410	0	4	4
14411	0	5	5
14412	0	1	1
14413	0	5	5
14415	0	9	9
14416	0	2	2
14417	0	1	1
14418	0	4	4
14419	0	1	1
14420	0	1	1
14421	0	3	3
14422	0	5	5
14423	0	2	2
14424	0	3	3
14425	0	4	4
14426	0	2	2
14427	0	2	2
14428	0	3	3
14429	0	4	4
14430	0	4	4
14431	0	5	5
14432	0	2	2
14433	0	6	6
14434	0	4	4
14435	0	7	7
14436	0	7	7
14437	0	4	4
14438	0	8	8
14439	0	3	3
14440	0	5	5
14441	0	5	5
14442	0	6	6
14443	0	4	4
14444	0	5	5
14445	0	4	4
14447	0	4	4
14448	0	5	5
14449	0	5	5
14450	0	2	2
14451	0	3	3
14452	0	3	3
14453	0	2	2
14454	0	5	5
14455	0	2	2
14456	0	5	5
14457	0	5	5
14458	0	3	3
14459	0	4	4
14460	0	11	11
14461	0	3	3
14462	0	6	6
14463	0	2	2
14464	0	4	4
14465	0	6	6
14466	0	3	3
14467	0	2	2
14468	0	1	1
14469	0	3	3
14470	0	3	3
14471	0	2	2
14472	0	3	3
14473	0	6	6
14474	0	2	2
14475	0	1	1
14476	0	4	4
14477	0	6	6
14478	0	2	2
14479	0	6	6
14480	0	1	1
14481	0	3	3
14482	0	3	3
14483	0	5	5
14485	0	2	2
14486	0	2	2
14487	0	2	2
14488	0	3	3
14489	0	4	4
14490	0	7	7
14491	0	4	4
14492	0	5	5
14493	0	6	6
14494	0	1	1
14495	0	1	1
14496	0	4	4
14497	0	3	3
14498	0	4	4
14499	0	2	2
14500	0	2	2
14501	0	2	2
14502	0	6	6
14503	0	5	5
14504	0	4	4
14505	0	7	7
14506	0	6	6
14507	0	3	3
14508	0	6	6
14509	0	2	2
14510	0	5	5
14511	0	5	5
14512	0	6	6
14513	0	5	5
14514	0	2	2
14515	0	5	5
14516	0	4	4
14517	0	1	1
14518	0	1	1
14519	0	6	6
14520	0	6	6
14521	0	9	9
14522	0	3	3
14523	0	4	4
14524	0	2	2
14525	0	4	4
14526	0	5	5
14527	0	3	3
14528	0	2	2
14529	0	3	3
14530	0	5	5
14531	0	2	2
14532	0	2	2
14533	0	2	2
14534	0	4	4
14535	0	4	4
14536	0	4	4
14537	0	1	1
14538	0	5	5
14539	0	1	1
14540	0	4	4
14541	0	1	1
14542	0	4	4
14543	0	5	5
14544	0	2	2
14545	0	4	4
14546	0	4	4
14547	0	1	1
14548	0	4	4
14550	0	3	3
14551	0	2	2
14552	0	3	3
14553	0	2	2
14554	0	3	3
14555	0	3	3
14556	0	7	7
14557	0	6	6
14558	0	2	2
14559	0	4	4
14561	0	4	4
14562	0	6	6
14563	0	3	3
14564	0	6	6
14565	0	3	3
14566	0	6	6
14567	0	2	2
14569	0	3	3
14570	0	5	5
14571	0	3	3
14572	0	4	4
14573	0	7	7
14574	0	6	6
14575	0	8	8
14576	0	6	6
14577	0	7	7
14578	0	7	7
14579	0	3	3
14580	0	3	3
14581	0	5	5
14582	0	3	3
14583	0	1	1
14584	0	3	3
14585	0	5	5
14586	0	2	2
14587	0	4	4
14588	0	4	4
14589	0	2	2
14590	0	6	6
14591	0	5	5
14592	0	6	6
14594	0	2	2
14595	0	4	4
14596	0	5	5
14597	0	3	3
14598	0	4	4
14599	0	4	4
14600	0	8	8
14601	0	1	1
14602	0	4	4
14603	0	2	2
14604	0	2	2
14605	0	8	8
14606	0	2	2
14607	0	2	2
14608	0	2	2
14609	0	2	2
14610	0	2	2
14611	0	2	2
14612	0	2	2
14613	0	8	8
14614	0	5	5
14615	0	6	6
14616	0	3	3
14617	0	7	7
14618	0	3	3
14619	0	1	1
14620	0	6	6
14621	0	6	6
14622	0	2	2
14623	0	3	3
14624	0	3	3
14625	0	2	2
14626	0	4	4
14627	0	3	3
14628	0	6	6
14629	0	5	5
14630	0	3	3
14631	0	4	4
14632	0	6	6
14633	0	1	1
14634	0	5	5
14635	0	1	1
14636	0	3	3
14637	0	4	4
14638	0	7	7
14639	0	2	2
14640	0	1	1
14641	0	7	7
14642	0	3	3
14643	0	4	4
14644	0	3	3
14645	0	3	3
14646	0	3	3
14647	0	5	5
14648	0	5	5
14649	0	5	5
14650	0	4	4
14651	0	6	6
14652	0	5	5
14653	0	5	5
14654	0	3	3
14655	0	6	6
14656	0	9	9
14657	0	4	4
14658	0	3	3
14659	0	8	8
14660	0	3	3
14661	0	1	1
14662	0	1	1
14663	0	4	4
14664	0	2	2
14665	0	1	1
14666	0	4	4
14667	0	1	1
14668	0	2	2
14669	0	3	3
14670	0	5	5
14671	0	6	6
14672	0	4	4
14673	0	7	7
14674	0	3	3
14675	0	6	6
14676	0	2	2
14677	0	5	5
14678	0	1	1
14679	0	5	5
14680	0	1	1
14681	0	2	2
14682	0	3	3
14683	0	5	5
14684	0	5	5
14685	0	7	7
14686	0	5	5
14687	0	4	4
14688	0	1	1
14689	0	3	3
14690	0	2	2
14691	0	3	3
14692	0	2	2
14693	0	4	4
14694	0	5	5
14695	0	7	7
14696	0	1	1
14697	0	3	3
14698	0	2	2
14699	0	4	4
14701	0	4	4
14702	0	2	2
14703	0	9	9
14704	0	6	6
14705	0	6	6
14706	0	4	4
14707	0	3	3
14708	0	7	7
14709	0	6	6
14710	0	5	5
14711	0	3	3
14712	0	6	6
14713	0	4	4
14714	0	5	5
14715	0	3	3
14716	0	4	4
14717	0	3	3
14718	0	4	4
14719	0	4	4
14720	0	6	6
14721	0	4	4
14722	0	2	2
14723	0	3	3
14724	0	4	4
14725	0	3	3
14726	0	4	4
14727	0	5	5
14728	0	3	3
14729	0	3	3
14730	0	2	2
14731	0	5	5
14732	0	1	1
14733	0	2	2
14734	0	8	8
14735	0	4	4
14736	0	8	8
14737	0	4	4
14738	0	4	4
14739	0	4	4
14740	0	4	4
14741	0	4	4
14742	0	3	3
14743	0	4	4
14744	0	1	1
14745	0	3	3
14746	0	3	3
14747	0	3	3
14748	0	2	2
14749	0	3	3
14750	0	2	2
14751	0	7	7
14752	0	6	6
14753	0	4	4
14754	0	5	5
14755	0	1	1
14756	0	1	1
14757	0	4	4
14758	0	4	4
14759	0	5	5
14760	0	4	4
14762	0	2	2
14763	0	3	3
14764	0	2	2
14765	0	4	4
14766	0	4	4
14767	0	3	3
14768	0	5	5
14769	0	6	6
14770	0	5	5
14771	0	7	7
14772	0	8	8
14773	0	3	3
14774	0	5	5
14775	0	5	5
14776	0	4	4
14777	0	5	5
14778	0	1	1
14779	0	3	3
14780	0	6	6
14781	0	3	3
14782	0	3	3
14783	0	6	6
14785	0	2	2
14786	0	2	2
14787	0	3	3
14788	0	1	1
14789	0	7	7
14790	0	2	2
14791	0	7	7
14792	0	4	4
14793	0	7	7
14794	0	6	6
14795	0	4	4
14796	0	2	2
14797	0	2	2
14798	0	2	2
14799	0	2	2
14800	0	2	2
14801	0	4	4
14802	0	6	6
14803	0	4	4
14804	0	3	3
14805	0	3	3
14806	0	4	4
14807	0	3	3
14808	0	5	5
14809	0	3	3
14810	0	4	4
14811	0	4	4
14812	0	2	2
14813	0	4	4
14814	0	3	3
14815	0	2	2
14816	0	6	6
14817	0	3	3
14818	0	3	3
14819	0	6	6
14820	0	2	2
14821	0	4	4
14822	0	3	3
14823	0	4	4
14824	0	3	3
14825	0	3	3
14826	0	2	2
14827	0	4	4
14828	0	3	3
14829	0	6	6
14830	0	5	5
14831	0	5	5
14832	0	4	4
14833	0	6	6
14834	0	1	1
14835	0	7	7
14836	0	2	2
14837	0	8	8
14838	0	5	5
14839	0	4	4
14840	0	2	2
14841	0	1	1
14843	0	1	1
14844	0	1	1
14845	0	4	4
14846	0	3	3
14847	0	5	5
14848	0	2	2
14849	0	5	5
14851	0	2	2
14852	0	4	4
14853	0	5	5
14854	0	3	3
14855	0	2	2
14856	0	3	3
14857	0	1	1
14858	0	4	4
14859	0	6	6
14860	0	8	8
14861	0	5	5
14862	0	2	2
14863	0	1	1
14864	0	6	6
14865	0	5	5
14866	0	2	2
14867	0	3	3
14868	0	4	4
14869	0	1	1
14870	0	4	4
14871	0	2	2
14872	0	2	2
14873	0	2	2
14874	0	2	2
14875	0	1	1
14876	0	4	4
14877	0	3	3
14878	0	6	6
14879	0	5	5
14880	0	4	4
14881	0	4	4
14882	0	3	3
14883	0	5	5
14884	0	4	4
14885	0	7	7
14886	0	3	3
14887	0	2	2
14888	0	2	2
14889	0	2	2
14890	0	6	6
14891	0	4	4
14892	0	3	3
14893	0	2	2
14894	0	1	1
14895	0	6	6
14896	0	5	5
14897	0	3	3
14898	0	4	4
14899	0	2	2
14900	0	5	5
14901	0	5	5
14902	0	5	5
14903	0	4	4
14904	0	5	5
14905	0	3	3
14906	0	2	2
14907	0	3	3
14908	0	2	2
14909	0	5	5
14910	0	2	2
14911	0	5	5
14912	0	3	3
14913	0	4	4
14914	0	5	5
14915	0	5	5
14916	0	4	4
14918	0	4	4
14919	0	5	5
14920	0	10	10
14921	0	2	2
14922	0	4	4
14923	0	4	4
14924	0	1	1
14925	0	7	7
14926	0	1	1
14927	0	5	5
14928	0	7	7
14929	0	1	1
14930	0	2	2
14931	0	3	3
14932	0	5	5
14933	0	2	2
14934	0	1	1
