Fragment_length	Missing_sites	CCGG-CCGG	CCGG-GCGC	GCGC-GCGC	Sum
12306	0	0	2	0	2
12308	0	1	1	2	4
12310	0	1	0	0	1
12311	0	1	0	1	2
12312	0	1	1	0	2
12313	0	1	0	0	1
12314	0	1	0	0	1
12315	0	0	1	1	2
12316	0	1	1	1	3
12317	0	1	1	0	2
12319	0	0	1	0	1
12320	0	1	0	0	1
12321	0	1	1	0	2
12322	0	1	0	0	1
12323	0	0	1	0	1
12324	0	0	2	0	2
12325	0	1	1	0	2
12326	0	1	2	0	3
12327	0	1	3	0	4
12328	0	1	2	0	3
12330	0	0	1	1	2
12331	0	1	1	0	2
12332	0	0	1	1	2
12333	0	1	2	0	3
12334	0	2	1	0	3
12336	0	2	3	0	5
12337	0	1	1	0	2
12339	0	0	1	1	2
12341	0	3	1	0	4
12342	0	3	2	0	5
12347	0	1	1	0	2
12348	0	0	1	1	2
12349	0	3	2	0	5
12350	0	2	2	0	4
12351	0	1	1	0	2
12352	0	1	1	0	2
12353	0	2	0	1	3
12354	0	0	2	0	2
12355	0	0	1	0	1
12356	0	0	1	0	1
12357	0	0	1	1	2
12358	0	1	1	1	3
12359	0	2	1	0	3
12360	0	1	2	0	3
12361	0	0	2	0	2
12362	0	1	0	0	1
12363	0	0	2	0	2
12365	0	1	1	0	2
12366	0	0	1	0	1
12367	0	1	2	0	3
12368	0	1	0	0	1
12369	0	1	2	0	3
12370	0	0	1	0	1
12372	0	1	0	0	1
12373	0	0	1	0	1
12375	0	1	0	0	1
12376	0	3	1	0	4
12377	0	0	0	1	1
12378	0	2	1	0	3
12379	0	3	1	0	4
12380	0	2	0	1	3
12381	0	0	1	0	1
12382	0	1	0	0	1
12383	0	0	2	0	2
12386	0	0	1	1	2
12387	0	0	2	0	2
12388	0	0	1	0	1
12389	0	1	1	0	2
12390	0	0	2	0	2
12391	0	0	1	1	2
12392	0	1	0	0	1
12393	0	0	0	1	1
12394	0	0	2	0	2
12395	0	0	0	1	1
12396	0	0	3	0	3
12397	0	0	2	2	4
12398	0	0	1	0	1
12399	0	0	1	1	2
12401	0	1	0	0	1
12403	0	1	0	0	1
12404	0	1	3	0	4
12405	0	0	1	0	1
12406	0	1	0	1	2
12407	0	0	1	1	2
12408	0	0	1	1	2
12409	0	1	1	0	2
12410	0	1	0	0	1
12411	0	1	1	0	2
12412	0	0	2	0	2
12414	0	0	1	0	1
12415	0	0	1	1	2
12416	0	1	0	0	1
12417	0	0	2	0	2
12418	0	1	0	0	1
12419	0	0	0	1	1
12420	0	2	0	0	2
12421	0	1	1	0	2
12422	0	1	1	0	2
12423	0	0	1	1	2
12424	0	0	2	0	2
12425	0	1	1	0	2
12427	0	2	0	0	2
12428	0	0	1	1	2
12429	0	0	1	0	1
12430	0	0	2	0	2
12432	0	0	1	0	1
12434	0	1	2	0	3
12435	0	0	2	0	2
12436	0	0	1	0	1
12437	0	0	1	0	1
12438	0	1	1	0	2
12439	0	0	3	0	3
12440	0	1	0	0	1
12441	0	1	1	0	2
12442	0	0	1	1	2
12443	0	1	1	0	2
12444	0	2	0	1	3
12445	0	1	0	0	1
12446	0	0	1	0	1
12447	0	1	1	0	2
12448	0	2	1	0	3
12449	0	2	1	0	3
12450	0	0	1	1	2
12451	0	1	0	0	1
12452	0	2	0	1	3
12453	0	2	1	0	3
12454	0	0	1	1	2
12456	0	0	0	1	1
12457	0	0	3	0	3
12458	0	2	0	1	3
12459	0	0	2	0	2
12462	0	1	0	0	1
12463	0	0	1	1	2
12464	0	1	0	0	1
12465	0	1	0	0	1
12466	0	1	1	0	2
12467	0	2	0	0	2
12469	0	1	1	0	2
12470	0	2	0	0	2
12471	0	1	1	0	2
12472	0	1	0	1	2
12473	0	1	1	0	2
12474	0	0	1	0	1
12475	0	1	1	0	2
12476	0	0	1	0	1
12477	0	1	1	1	3
12478	0	0	1	0	1
12479	0	1	0	0	1
12480	0	1	0	1	2
12481	0	0	2	0	2
12482	0	1	0	0	1
12483	0	1	2	0	3
12485	0	1	0	0	1
12486	0	1	1	0	2
12488	0	0	1	1	2
12489	0	0	2	0	2
12490	0	0	2	0	2
12491	0	2	0	0	2
12492	0	0	1	0	1
12494	0	0	1	0	1
12495	0	0	2	0	2
12497	0	0	1	0	1
12498	0	1	0	1	2
12500	0	1	1	0	2
12501	0	0	1	0	1
12502	0	1	1	0	2
12504	0	1	0	1	2
12505	0	0	1	0	1
12506	0	0	1	0	1
12509	0	1	3	0	4
12510	0	1	2	1	4
12511	0	2	0	0	2
12513	0	1	1	0	2
12514	0	1	2	0	3
12516	0	1	0	0	1
12517	0	1	1	0	2
12518	0	1	1	0	2
12519	0	0	1	0	1
12520	0	1	0	0	1
12521	0	0	2	0	2
12523	0	1	0	0	1
12524	0	0	1	0	1
12525	0	3	0	0	3
12526	0	1	1	0	2
12527	0	0	2	0	2
12528	0	2	2	0	4
12529	0	0	0	1	1
12531	0	0	1	0	1
12532	0	0	2	0	2
12533	0	3	3	0	6
12535	0	1	1	0	2
12536	0	0	1	0	1
12537	0	0	2	0	2
12538	0	2	0	0	2
12539	0	1	2	0	3
12540	0	2	0	0	2
12541	0	1	0	0	1
12543	0	1	1	0	2
12544	0	2	1	0	3
12545	0	2	0	0	2
12546	0	1	1	0	2
12547	0	1	2	0	3
12548	0	1	1	0	2
12550	0	2	0	0	2
12551	0	0	1	0	1
12552	0	0	1	0	1
12553	0	1	0	0	1
12555	0	0	1	1	2
12556	0	1	1	0	2
12557	0	1	1	1	3
12558	0	0	1	0	1
12559	0	1	0	0	1
12560	0	2	0	1	3
12563	0	0	1	0	1
12566	0	0	2	0	2
12567	0	3	1	0	4
12568	0	1	0	0	1
12569	0	1	1	0	2
12570	0	1	0	0	1
12571	0	0	1	0	1
12573	0	1	1	0	2
12574	0	1	1	0	2
12575	0	1	1	0	2
12576	0	2	0	0	2
12577	0	2	1	1	4
12578	0	0	2	1	3
12579	0	0	2	0	2
12581	0	0	1	1	2
12582	0	0	1	0	1
12583	0	0	1	0	1
12584	0	1	2	1	4
12585	0	0	1	0	1
12586	0	0	1	0	1
12588	0	1	1	0	2
12589	0	0	0	1	1
12592	0	1	0	2	3
12593	0	0	1	1	2
12594	0	1	0	0	1
12595	0	2	0	0	2
12597	0	1	0	0	1
12599	0	1	1	1	3
12601	0	0	1	0	1
12602	0	2	0	0	2
12603	0	0	3	1	4
12604	0	2	2	1	5
12605	0	0	1	0	1
12606	0	1	0	0	1
12607	0	0	1	0	1
12608	0	1	3	0	4
12609	0	0	1	0	1
12610	0	0	1	0	1
12611	0	1	1	0	2
12613	0	0	1	0	1
12614	0	0	0	1	1
12615	0	0	3	0	3
12616	0	0	1	0	1
12617	0	0	1	0	1
12618	0	0	1	0	1
12619	0	4	0	0	4
12620	0	0	1	0	1
12621	0	0	1	0	1
12622	0	1	0	0	1
12625	0	2	0	0	2
12626	0	1	0	0	1
12627	0	1	2	1	4
12628	0	0	2	0	2
12629	0	2	0	0	2
12630	0	1	0	0	1
12631	0	1	2	0	3
12632	0	1	1	0	2
12633	0	0	1	0	1
12634	0	1	0	0	1
12635	0	0	1	1	2
12637	0	0	3	2	5
12639	0	1	2	0	3
12640	0	1	0	0	1
12641	0	3	1	0	4
12645	0	0	2	0	2
12646	0	0	1	0	1
12647	0	0	2	0	2
12648	0	1	2	0	3
12649	0	0	3	0	3
12650	0	1	1	0	2
12652	0	1	0	0	1
12653	0	1	0	0	1
12654	0	0	1	0	1
12655	0	1	1	0	2
12656	0	0	0	1	1
12657	0	1	1	0	2
12658	0	1	0	0	1
12660	0	0	2	0	2
12661	0	0	2	0	2
12663	0	0	1	0	1
12665	0	1	1	0	2
12666	0	1	1	0	2
12667	0	0	1	0	1
12668	0	0	1	0	1
12669	0	1	3	0	4
12670	0	0	1	0	1
12671	0	3	1	0	4
12672	0	0	0	2	2
12673	0	2	0	1	3
12674	0	1	0	0	1
12675	0	1	0	0	1
12678	0	1	2	1	4
12679	0	1	1	0	2
12682	0	2	3	1	6
12683	0	0	1	0	1
12684	0	1	1	1	3
12685	0	2	0	0	2
12687	0	0	1	0	1
12688	0	1	1	0	2
12689	0	1	2	0	3
12690	0	1	0	0	1
12691	0	1	4	0	5
12692	0	1	0	0	1
12693	0	0	2	0	2
12694	0	1	1	0	2
12695	0	1	1	0	2
12696	0	1	0	0	1
12697	0	2	1	2	5
12698	0	0	1	1	2
12699	0	1	2	0	3
12701	0	0	0	1	1
12702	0	0	1	0	1
12703	0	1	1	0	2
12705	0	1	3	0	4
12706	0	0	1	0	1
12707	0	0	0	1	1
12708	0	1	0	0	1
12709	0	2	0	1	3
12710	0	0	0	1	1
12711	0	0	1	0	1
12713	0	0	0	1	1
12714	0	1	0	0	1
12715	0	1	0	1	2
12716	0	1	4	0	5
12717	0	0	3	0	3
12718	0	1	0	0	1
12719	0	0	1	1	2
12720	0	1	1	0	2
12721	0	1	2	0	3
12723	0	1	0	0	1
12724	0	1	0	1	2
12725	0	1	0	0	1
12726	0	2	1	0	3
12727	0	0	3	0	3
12728	0	1	0	0	1
12729	0	1	2	0	3
12730	0	2	0	0	2
12731	0	0	1	1	2
12732	0	1	2	0	3
12734	0	0	1	0	1
12735	0	1	1	0	2
12736	0	0	1	1	2
12737	0	1	1	0	2
12739	0	0	0	1	1
12741	0	1	0	0	1
12742	0	1	1	1	3
12743	0	1	1	1	3
12744	0	1	1	1	3
12745	0	0	1	0	1
12746	0	1	1	0	2
12747	0	1	0	0	1
12748	0	1	1	0	2
12749	0	0	1	0	1
12750	0	1	0	1	2
12752	0	1	0	0	1
12753	0	1	0	0	1
12755	0	1	0	0	1
12756	0	1	0	0	1
12757	0	1	0	0	1
12758	0	1	0	0	1
12759	0	0	1	1	2
12760	0	0	0	1	1
12761	0	2	1	0	3
12762	0	3	0	0	3
12764	0	1	2	0	3
12765	0	1	0	1	2
12766	0	0	1	0	1
12768	0	0	1	0	1
12773	0	0	1	0	1
12774	0	1	0	1	2
12775	0	1	1	0	2
12776	0	1	2	0	3
12777	0	0	2	0	2
12778	0	2	1	0	3
12779	0	2	1	0	3
12781	0	0	1	0	1
12782	0	0	0	1	1
12785	0	2	2	0	4
12786	0	3	0	0	3
12787	0	0	1	0	1
12788	0	1	2	0	3
12789	0	0	1	1	2
12790	0	1	0	0	1
12792	0	1	0	0	1
12793	0	2	1	0	3
12794	0	2	0	0	2
12797	0	1	1	0	2
12799	0	2	1	1	4
12800	0	1	1	0	2
12802	0	1	0	0	1
12805	0	0	1	0	1
12806	0	2	2	0	4
12807	0	2	0	0	2
12808	0	3	1	0	4
12809	0	3	1	0	4
12810	0	1	1	1	3
12811	0	0	1	0	1
12812	0	0	1	0	1
12813	0	2	2	0	4
12814	0	0	1	0	1
12816	0	0	1	0	1
12817	0	1	1	1	3
12821	0	3	1	0	4
12822	0	1	0	0	1
12823	0	0	0	1	1
12825	0	0	0	1	1
12826	0	1	1	0	2
12827	0	0	0	1	1
12829	0	1	1	0	2
12830	0	0	2	0	2
12831	0	0	1	0	1
12833	0	0	0	1	1
12834	0	1	0	0	1
12836	0	1	1	0	2
12839	0	1	3	0	4
12840	0	1	0	0	1
12841	0	0	1	0	1
12843	0	1	0	0	1
12844	0	0	1	0	1
12845	0	0	0	1	1
12846	0	0	1	1	2
12847	0	1	1	0	2
12848	0	0	1	0	1
12849	0	1	3	0	4
12850	0	1	0	0	1
12851	0	0	2	0	2
12852	0	2	1	1	4
12853	0	2	1	0	3
12854	0	1	0	0	1
12855	0	1	1	0	2
12856	0	0	1	1	2
12857	0	0	1	1	2
12858	0	0	1	0	1
12860	0	0	0	2	2
12861	0	0	2	0	2
12862	0	0	2	0	2
12863	0	1	2	0	3
12865	0	1	0	1	2
12866	0	0	2	0	2
12867	0	1	2	0	3
12868	0	1	1	0	2
12869	0	2	1	0	3
12870	0	1	0	0	1
12871	0	0	1	0	1
12872	0	0	2	0	2
12873	0	1	1	0	2
12874	0	1	0	0	1
12875	0	1	0	0	1
12876	0	2	3	1	6
12877	0	0	2	0	2
12878	0	1	1	0	2
12879	0	0	1	1	2
12881	0	0	1	1	2
12886	0	2	0	0	2
12887	0	3	1	0	4
12888	0	1	0	0	1
12889	0	0	0	1	1
12891	0	1	0	0	1
12892	0	0	1	0	1
12893	0	1	0	0	1
12895	0	1	0	1	2
12896	0	0	1	0	1
12897	0	1	0	0	1
12898	0	0	0	1	1
12899	0	0	1	0	1
12900	0	0	1	0	1
12901	0	0	1	0	1
12902	0	1	3	0	4
12903	0	2	0	0	2
12904	0	0	3	1	4
12909	0	1	0	0	1
12911	0	0	1	0	1
12912	0	1	1	0	2
12913	0	2	0	0	2
12915	0	0	2	0	2
12916	0	1	1	1	3
12917	0	2	0	0	2
12919	0	0	1	0	1
12921	0	1	2	0	3
12922	0	0	0	1	1
12923	0	1	1	1	3
12924	0	0	1	0	1
12925	0	1	0	0	1
12926	0	0	3	0	3
12927	0	0	1	0	1
12928	0	0	0	1	1
12929	0	0	1	0	1
12930	0	0	1	0	1
12931	0	1	0	0	1
12932	0	2	0	0	2
12933	0	0	1	0	1
12934	0	1	0	0	1
12935	0	1	1	0	2
12936	0	0	2	0	2
12937	0	0	2	0	2
12938	0	0	0	2	2
12939	0	1	2	0	3
12941	0	1	0	1	2
12945	0	0	1	0	1
12946	0	0	2	0	2
12948	0	2	1	0	3
12950	0	1	0	0	1
12952	0	0	1	0	1
12953	0	2	1	1	4
12954	0	0	1	0	1
12955	0	1	1	0	2
12956	0	1	1	0	2
12957	0	0	0	3	3
12959	0	1	1	0	2
12960	0	1	0	0	1
12962	0	2	1	0	3
12963	0	1	0	1	2
12967	0	0	2	0	2
12968	0	0	0	1	1
12970	0	1	1	0	2
12972	0	0	0	1	1
12973	0	0	1	0	1
12975	0	1	0	0	1
12976	0	2	0	1	3
12978	0	1	0	1	2
12979	0	0	0	1	1
12980	0	0	1	0	1
12982	0	2	3	1	6
12983	0	1	0	0	1
12984	0	1	3	0	4
12987	0	0	1	0	1
12988	0	1	2	0	3
12989	0	0	0	2	2
12990	0	0	1	0	1
12991	0	0	1	0	1
12992	0	1	1	0	2
12993	0	0	0	1	1
12994	0	1	1	0	2
12996	0	1	1	1	3
12997	0	1	0	0	1
12998	0	1	2	0	3
12999	0	1	0	0	1
13000	0	2	1	0	3
13003	0	1	1	0	2
13004	0	1	0	1	2
13005	0	1	0	0	1
13006	0	1	1	0	2
13007	0	0	0	1	1
13008	0	0	1	0	1
13010	0	1	1	0	2
13012	0	0	2	0	2
13014	0	3	0	0	3
13015	0	1	1	2	4
13016	0	0	2	0	2
13019	0	0	3	0	3
13020	0	1	1	0	2
13022	0	1	0	1	2
13023	0	0	2	1	3
13024	0	0	1	0	1
13025	0	1	0	0	1
13026	0	1	3	0	4
13027	0	2	0	0	2
13028	0	0	1	0	1
13030	0	1	2	0	3
13031	0	0	0	1	1
13032	0	1	2	0	3
13033	0	0	1	0	1
13035	0	2	1	0	3
13036	0	2	0	0	2
13037	0	0	1	0	1
13038	0	2	1	0	3
13039	0	0	1	0	1
13040	0	0	2	0	2
13041	0	0	0	1	1
13042	0	1	0	1	2
13043	0	1	2	0	3
13044	0	1	1	0	2
13045	0	2	1	0	3
13047	0	1	1	0	2
13050	0	1	0	0	1
13052	0	0	1	0	1
13053	0	0	1	0	1
13054	0	0	0	1	1
13055	0	1	0	0	1
13056	0	1	0	0	1
13059	0	1	2	0	3
13060	0	1	0	0	1
13062	0	1	2	0	3
13065	0	2	1	1	4
13066	0	1	0	0	1
13070	0	1	0	0	1
13073	0	0	0	1	1
13074	0	1	0	0	1
13075	0	1	0	1	2
13077	0	1	0	0	1
13078	0	1	0	0	1
13079	0	0	0	1	1
13080	0	0	2	0	2
13081	0	1	0	0	1
13082	0	0	1	0	1
13083	0	1	1	0	2
13084	0	0	1	0	1
13085	0	1	0	0	1
13086	0	1	2	0	3
13087	0	1	0	0	1
13088	0	0	1	0	1
13089	0	1	2	0	3
13090	0	0	0	1	1
13091	0	1	1	0	2
13092	0	1	1	0	2
13093	0	0	1	0	1
13097	0	0	2	0	2
13099	0	0	1	0	1
13100	0	0	1	0	1
13101	0	0	1	0	1
13103	0	0	1	0	1
13104	0	1	2	0	3
13106	0	0	1	0	1
13108	0	0	1	0	1
13110	0	0	1	1	2
13112	0	0	0	1	1
13114	0	0	1	0	1
13115	0	0	1	1	2
13116	0	1	2	0	3
13117	0	1	1	0	2
13118	0	0	1	0	1
13119	0	1	0	0	1
13120	0	0	1	0	1
13122	0	0	1	0	1
13123	0	1	0	0	1
13124	0	0	1	0	1
13125	0	1	0	0	1
13126	0	1	1	0	2
13127	0	2	0	0	2
13128	0	2	0	0	2
13129	0	0	2	0	2
13130	0	0	1	0	1
13132	0	1	0	0	1
13133	0	0	1	0	1
13136	0	0	1	1	2
13137	0	0	1	0	1
13138	0	0	1	0	1
13140	0	1	1	0	2
13142	0	0	1	0	1
13143	0	1	1	0	2
13144	0	1	0	0	1
13145	0	0	0	1	1
13147	0	1	1	0	2
13148	0	0	1	0	1
13151	0	0	1	0	1
13153	0	2	2	1	5
13155	0	2	0	0	2
13157	0	0	3	0	3
13158	0	0	1	0	1
13161	0	0	0	1	1
13162	0	0	1	0	1
13164	0	1	0	0	1
13166	0	0	2	0	2
13169	0	0	1	0	1
13170	0	1	0	0	1
13171	0	0	1	0	1
13172	0	1	0	0	1
13173	0	0	1	0	1
13174	0	1	2	0	3
13175	0	1	0	0	1
13176	0	0	1	0	1
13181	0	0	1	0	1
13186	0	0	1	0	1
13188	0	1	2	0	3
13190	0	1	0	0	1
13192	0	1	0	0	1
13193	0	2	4	1	7
13196	0	0	2	0	2
13197	0	1	0	0	1
13198	0	1	0	0	1
13199	0	1	1	0	2
13201	0	1	0	0	1
13203	0	1	2	0	3
13204	0	0	1	0	1
13205	0	1	0	1	2
13206	0	0	1	0	1
13207	0	1	0	0	1
13208	0	2	1	0	3
13210	0	0	1	0	1
13211	0	0	3	1	4
13212	0	1	1	0	2
13213	0	1	0	0	1
13215	0	0	1	1	2
13216	0	1	1	0	2
13217	0	1	1	0	2
13218	0	0	1	1	2
13219	0	2	0	0	2
13220	0	2	0	0	2
13221	0	0	1	0	1
13222	0	1	1	0	2
13223	0	2	0	1	3
13224	0	1	3	1	5
13226	0	0	1	0	1
13228	0	0	2	0	2
13229	0	1	1	0	2
13231	0	0	1	0	1
13232	0	0	1	1	2
13234	0	0	2	2	4
13235	0	0	1	0	1
13236	0	0	1	0	1
13237	0	0	1	0	1
13240	0	0	1	0	1
13241	0	1	0	0	1
13242	0	0	1	0	1
13243	0	0	0	1	1
13245	0	1	0	0	1
13247	0	1	0	0	1
13249	0	0	1	0	1
13250	0	1	2	1	4
13251	0	0	1	0	1
13252	0	1	0	1	2
13253	0	1	0	0	1
13254	1	0	0	1	2
13256	0	3	0	0	3
13258	0	1	0	0	1
13259	0	0	2	1	3
13260	0	0	0	1	1
13261	0	0	1	0	1
13262	0	1	1	2	4
13263	0	1	1	0	2
13264	0	2	0	0	2
13267	0	0	1	0	1
13268	0	0	1	0	1
13269	0	0	1	0	1
13270	0	1	0	0	1
13273	0	0	1	0	1
13274	0	1	0	0	1
13275	0	0	2	0	2
13277	0	1	1	0	2
13278	0	1	0	0	1
13280	0	0	1	0	1
13282	0	2	0	0	2
13283	0	0	0	1	1
13284	0	0	3	0	3
13286	0	2	0	1	3
13288	0	0	1	1	2
13291	0	0	2	0	2
13292	0	1	1	1	3
13295	0	0	2	0	2
13297	0	2	0	1	3
13299	0	2	2	1	5
13300	0	1	0	0	1
13301	0	0	3	0	3
13302	0	0	1	1	2
13303	0	0	2	0	2
13305	0	1	1	0	2
13306	0	0	1	0	1
13307	0	0	1	0	1
13308	0	0	4	1	5
13310	0	0	2	0	2
13311	0	1	1	0	2
13312	0	0	2	0	2
13313	0	1	3	0	4
13314	0	1	2	0	3
13315	0	0	1	0	1
13316	0	3	0	0	3
13317	0	1	0	0	1
13319	0	1	0	0	1
13321	0	0	1	0	1
13322	0	1	0	0	1
13323	0	0	0	1	1
13324	0	1	0	0	1
13326	0	1	2	1	4
13327	0	1	0	0	1
13328	0	1	1	0	2
13329	0	1	2	0	3
13333	0	0	0	1	1
13334	0	1	0	0	1
13336	0	1	1	0	2
13338	0	0	1	0	1
13341	0	1	0	0	1
13343	0	0	1	0	1
13344	0	0	1	0	1
13347	0	1	1	0	2
13348	0	1	0	0	1
13349	0	1	0	0	1
13350	0	0	2	0	2
13351	0	1	0	0	1
13353	0	0	0	1	1
13356	0	1	1	1	3
13358	0	0	1	0	1
13359	0	1	2	1	4
13361	0	1	1	0	2
13362	0	0	2	0	2
13365	0	2	0	0	2
13366	0	1	1	0	2
13367	0	1	0	0	1
13369	0	1	1	0	2
13373	0	0	2	0	2
13374	0	1	0	0	1
13375	0	0	2	0	2
13376	0	2	2	1	5
13378	0	1	0	2	3
13379	0	0	1	1	2
13380	0	1	0	0	1
13381	0	1	0	1	2
13382	0	1	0	0	1
13383	0	1	0	0	1
13384	0	0	1	1	2
13386	0	1	1	0	2
13387	0	0	1	0	1
13388	0	0	1	0	1
13389	0	1	1	0	2
13391	0	0	0	1	1
13392	0	0	1	0	1
13393	0	1	0	0	1
13394	0	2	0	0	2
13397	0	1	0	0	1
13399	0	1	0	0	1
13400	0	0	2	0	2
13402	0	1	0	0	1
13403	0	0	1	0	1
13404	0	0	2	1	3
13405	0	3	0	0	3
13406	0	0	1	0	1
13407	0	0	1	0	1
13411	0	1	1	0	2
13412	0	1	0	0	1
13413	0	0	1	0	1
13415	0	0	2	0	2
13418	0	0	0	1	1
13419	0	0	1	0	1
13421	0	0	1	0	1
13423	0	1	0	0	1
13424	0	0	1	0	1
13426	0	1	1	0	2
13430	0	0	2	0	2
13432	0	0	1	0	1
13433	0	2	0	1	3
13434	0	1	0	1	2
13435	0	2	0	1	3
13436	0	1	1	0	2
13437	0	0	1	0	1
13438	0	1	4	0	5
13439	0	0	2	1	3
13440	0	2	1	0	3
13441	0	1	0	0	1
13442	0	1	0	0	1
13444	0	1	0	0	1
13445	0	1	0	1	2
13447	0	0	1	0	1
13449	0	1	1	0	2
13451	0	0	1	0	1
13452	0	1	0	1	2
13453	0	0	3	0	3
13454	0	0	0	1	1
13457	0	1	0	0	1
13458	0	1	0	0	1
13459	0	0	1	0	1
13460	0	0	0	1	1
13461	0	0	1	0	1
13462	0	1	3	1	5
13465	0	1	0	0	1
13466	0	0	1	0	1
13467	0	0	1	0	1
13468	0	0	0	1	1
13470	0	1	0	0	1
13471	0	0	0	1	1
13474	0	1	2	1	4
13475	0	1	0	0	1
13476	0	1	0	0	1
13477	0	2	1	0	3
13478	0	0	3	0	3
13480	0	0	1	0	1
13482	0	0	1	0	1
13483	0	0	1	0	1
13485	0	1	0	0	1
13487	0	1	0	0	1
13488	0	1	0	0	1
13489	0	0	0	1	1
13490	0	0	1	0	1
13491	0	1	0	0	1
13492	0	2	2	0	4
13493	0	1	1	0	2
13498	0	1	0	0	1
13499	0	0	1	0	1
13501	0	1	0	0	1
13502	0	0	1	0	1
13503	0	0	1	0	1
13504	0	0	0	1	1
13506	0	0	1	0	1
13509	0	1	0	0	1
13510	0	1	0	0	1
13511	0	0	2	1	3
13512	0	0	1	0	1
13514	0	0	1	0	1
13515	0	1	0	0	1
13516	0	0	1	0	1
13517	0	2	1	0	3
13518	0	1	1	0	2
13519	0	1	1	0	2
13520	0	0	3	0	3
13521	0	2	0	0	2
13522	0	0	1	0	1
13523	0	2	0	0	2
13525	0	0	2	0	2
13526	0	0	1	0	1
13529	0	1	0	0	1
13530	0	2	0	0	2
13531	0	1	2	0	3
13533	0	1	0	0	1
13534	0	0	1	0	1
13535	0	1	1	0	2
13537	0	0	1	0	1
13538	0	1	0	0	1
13539	0	1	0	0	1
13542	0	1	0	1	2
13543	0	1	0	0	1
13544	0	1	1	0	2
13545	0	1	1	0	2
13546	0	0	1	0	1
13547	0	0	0	2	2
13549	0	0	0	1	1
13550	0	0	1	0	1
13551	0	1	0	0	1
13553	0	1	0	0	1
13554	0	1	1	0	2
13556	0	0	0	1	1
13558	0	0	1	0	1
13559	0	0	2	1	3
13563	0	1	0	0	1
13565	0	1	1	0	2
13567	0	1	1	1	3
13568	0	1	1	1	3
13569	0	0	1	0	1
13570	0	2	0	0	2
13571	0	1	1	0	2
13572	0	2	1	0	3
13574	0	0	3	0	3
13575	0	0	0	1	1
13578	0	0	2	1	3
13579	0	1	1	0	2
13581	0	2	0	0	2
13583	0	0	2	1	3
13584	0	1	1	0	2
13586	0	0	0	1	1
13587	0	1	0	0	1
13589	0	0	1	0	1
13590	0	0	1	0	1
13591	0	1	1	0	2
13592	0	2	1	0	3
13593	0	0	0	1	1
13599	0	0	1	0	1
13602	0	1	1	0	2
13603	0	1	0	0	1
13604	0	0	0	1	1
13605	0	0	2	0	2
13606	0	2	1	0	3
13607	0	1	1	0	2
13608	0	0	0	1	1
13610	0	0	1	0	1
13617	0	0	0	1	1
13618	0	0	1	1	2
13620	0	0	1	0	1
13621	0	1	1	0	2
13622	0	0	1	1	2
13624	0	1	0	0	1
13625	0	0	1	0	1
13627	0	1	1	0	2
13628	0	0	2	0	2
13630	0	0	2	0	2
13632	0	0	2	0	2
13634	0	0	2	0	2
13635	0	0	1	0	1
13637	0	0	2	0	2
13638	0	0	1	0	1
13639	0	1	0	0	1
13640	0	2	0	1	3
13641	0	0	0	1	1
13642	0	0	1	0	1
13643	0	3	0	0	3
13644	0	0	1	1	2
13645	0	0	1	0	1
13646	0	0	0	1	1
13647	0	0	3	0	3
13649	0	0	2	0	2
13651	0	0	1	0	1
13652	0	1	2	0	3
13653	0	0	0	1	1
13654	0	1	0	0	1
13655	0	0	1	0	1
13659	0	0	0	1	1
13661	0	3	0	0	3
13663	0	0	1	0	1
13665	0	1	0	0	1
13666	0	1	1	0	2
13669	0	1	0	0	1
13670	0	1	0	1	2
13671	0	0	0	1	1
13672	0	0	1	0	1
13673	0	0	2	0	2
13674	0	1	0	0	1
13677	0	1	0	0	1
13678	0	0	1	0	1
13679	0	0	2	0	2
13680	0	2	0	0	2
13681	0	1	0	0	1
13682	0	1	0	0	1
13683	0	0	2	0	2
13685	0	1	0	0	1
13686	0	1	0	0	1
13689	0	0	1	0	1
13692	0	1	1	0	2
13693	0	0	0	1	1
13694	0	2	0	0	2
13697	0	0	0	1	1
13699	0	0	1	0	1
13702	0	0	2	0	2
13704	0	0	1	1	2
13706	0	1	1	0	2
13708	0	2	0	0	2
13709	0	0	1	0	1
13711	0	0	1	0	1
13712	0	1	0	1	2
13714	0	0	1	0	1
13715	0	1	0	0	1
13717	0	1	0	0	1
13718	0	0	1	0	1
13719	0	1	0	0	1
13721	0	1	0	0	1
13722	0	1	0	0	1
13724	0	2	1	0	3
13725	0	0	1	0	1
13727	0	2	0	0	2
13728	0	1	0	0	1
13731	0	0	1	0	1
13732	0	1	0	0	1
13734	0	0	1	0	1
13736	0	1	0	0	1
13737	0	1	0	0	1
13738	0	1	1	0	2
13739	0	1	2	0	3
13741	0	1	2	0	3
13742	0	1	0	0	1
13743	0	1	0	0	1
13744	0	0	0	1	1
13746	0	0	1	0	1
13748	0	1	1	0	2
13751	0	0	2	0	2
13752	0	0	1	0	1
13754	0	1	0	0	1
13757	0	1	1	0	2
13758	0	2	0	0	2
13759	0	0	0	1	1
13760	0	0	2	0	2
13761	0	1	0	0	1
13762	0	0	1	0	1
13763	0	1	1	0	2
13764	0	1	0	0	1
13765	0	0	1	0	1
13766	0	0	0	1	1
13767	0	0	1	0	1
13768	0	1	1	0	2
13771	0	0	0	1	1
13772	0	1	0	0	1
13773	0	1	0	0	1
13775	0	1	0	1	2
13778	0	0	2	0	2
13779	0	0	1	1	2
13780	0	1	0	0	1
