Fragment_length	Missing_sites	CCGG-CCGG	CCGG-GCGC	GCGC-GCGC	Sum
3366	0	32	46	13	91
3367	0	39	50	17	106
3368	0	48	48	12	108
3369	0	33	46	17	96
3370	0	41	47	16	104
3371	0	40	48	17	105
3372	0	39	49	15	103
3373	0	31	45	13	89
3374	0	40	35	8	83
3375	0	35	44	12	91
3376	0	24	46	14	84
3377	0	35	36	8	79
3378	0	27	32	15	74
3379	0	37	43	14	94
3380	0	33	35	11	79
3381	0	36	49	12	97
3382	0	32	50	11	93
3383	0	34	44	23	101
3384	0	41	46	10	97
3385	0	46	52	20	118
3386	0	34	56	21	111
3387	0	45	48	17	110
3388	0	41	40	15	96
3389	0	33	50	15	98
3390	0	40	49	19	108
3391	0	27	39	10	76
3392	0	41	52	12	105
3393	0	46	45	16	107
3394	0	43	50	15	108
3395	0	40	44	15	99
3396	0	37	43	5	85
3397	0	40	33	14	87
3398	0	29	39	15	83
3399	0	44	37	17	98
3400	0	28	43	17	88
3401	0	40	49	11	100
3402	0	41	46	16	103
3403	0	27	44	14	85
3404	0	21	57	13	91
3405	0	29	39	14	82
3406	0	38	46	11	95
3407	0	40	45	18	103
3408	0	33	35	16	84
3409	0	30	49	13	92
3410	0	34	39	18	91
3411	0	32	38	11	81
3412	0	36	42	13	91
3413	0	29	51	9	89
3414	0	38	34	17	89
3415	0	33	36	17	86
3416	0	27	47	13	87
3417	0	29	44	23	96
3418	0	33	37	17	87
3419	0	32	50	21	103
3420	0	34	48	11	93
3421	0	32	47	16	95
3422	0	31	43	15	89
3423	0	36	46	11	93
3424	0	37	46	16	99
3425	0	31	55	13	99
3426	0	26	45	13	84
3427	0	26	40	10	76
3428	0	37	42	10	89
3429	0	37	36	11	84
3430	0	45	37	13	95
3431	0	50	38	9	97
3432	0	37	45	10	92
3433	0	28	39	18	85
3434	0	31	56	14	101
3435	0	35	39	18	92
3436	0	29	42	13	84
3437	0	38	34	10	82
3438	0	46	49	12	107
3439	0	34	33	8	75
3440	0	37	33	10	80
3441	0	42	42	29	113
3442	0	29	43	16	88
3443	0	39	40	12	91
3444	0	28	46	12	86
3445	0	43	57	11	111
3446	0	42	44	12	98
3447	0	30	37	16	83
3448	0	35	47	13	95
3449	0	32	46	11	89
3450	0	35	52	19	106
3451	0	31	43	10	84
3452	0	27	44	11	82
3453	0	30	52	14	96
3454	0	33	44	17	94
3455	0	47	42	13	102
3456	0	34	48	13	95
3457	0	37	40	13	90
3458	0	40	41	11	92
3459	0	42	40	18	100
3460	0	27	40	13	80
3461	0	43	39	14	96
3462	0	35	47	13	95
3463	0	35	44	14	93
3464	0	31	48	11	90
3465	0	28	29	14	71
3466	0	28	45	13	86
3467	0	35	40	5	80
3468	0	29	44	15	88
3469	0	26	44	15	85
3470	0	31	39	16	86
3471	0	26	43	14	83
3472	0	34	36	16	86
3473	0	35	44	13	92
3474	0	28	34	8	70
3475	0	32	42	12	86
3476	0	31	48	15	94
3477	0	40	41	11	92
3478	0	33	42	15	90
3479	0	30	44	15	89
3480	0	39	47	16	102
3481	0	36	49	20	105
3482	0	31	38	16	85
3483	0	29	42	15	86
3484	0	39	29	13	81
3485	0	27	31	9	67
3486	0	37	45	14	96
3487	0	44	49	16	109
3488	0	28	34	19	81
3489	0	38	37	11	86
3490	0	29	47	16	92
3491	0	37	44	6	87
3492	0	34	41	7	82
3493	0	42	33	16	91
3494	0	36	46	6	88
3495	0	33	41	11	85
3496	0	44	49	9	102
3497	0	42	48	12	102
3498	0	33	45	15	93
3499	0	27	47	10	84
3500	0	31	51	10	92
3501	0	27	50	14	91
3502	0	41	42	18	101
3503	0	30	48	15	93
3504	0	36	39	13	88
3505	0	31	46	18	95
3506	0	33	58	12	103
3507	0	26	38	12	76
3508	0	39	49	7	95
3509	0	26	47	15	88
3510	0	28	38	15	81
3511	0	19	39	12	70
3512	0	39	46	14	99
3513	0	31	36	12	79
3514	0	32	44	13	89
3515	0	35	50	13	98
3516	0	40	35	17	92
3517	0	30	44	11	85
3518	0	29	40	13	82
3519	0	36	43	10	89
3520	0	36	53	17	106
3521	0	33	42	10	85
3522	0	26	39	19	84
3523	0	28	35	7	70
3524	0	33	50	12	95
3525	0	30	38	9	77
3526	0	26	39	17	82
3527	0	28	44	15	87
3528	0	31	46	6	83
3529	0	33	36	13	82
3530	0	27	45	18	90
3531	0	30	37	12	79
3532	0	32	33	14	79
3533	0	25	43	10	78
3534	0	37	33	16	86
3535	0	34	28	13	75
3536	0	54	35	12	101
3537	0	38	35	6	79
3538	0	34	35	16	85
3539	0	33	45	12	90
3540	0	32	43	9	84
3541	0	31	41	2	74
3542	0	42	42	11	95
3543	0	27	48	13	88
3544	0	29	41	7	77
3545	0	25	41	15	81
3546	0	28	32	11	71
3547	0	35	32	13	80
3548	0	25	36	5	66
3549	0	29	42	9	80
3550	0	38	38	15	91
3551	0	31	35	11	77
3552	0	38	32	11	81
3553	0	41	34	14	89
3554	0	23	35	11	69
3555	0	33	48	9	90
3556	0	30	45	14	89
3557	0	37	38	8	83
3558	0	31	36	13	80
3559	0	37	44	18	99
3560	0	37	38	12	87
3561	0	37	39	11	87
3562	0	31	23	20	74
3563	0	29	31	11	71
3564	0	40	40	12	92
3565	0	24	33	14	71
3566	0	33	42	13	88
3567	0	29	34	10	73
3568	0	18	34	11	63
3569	0	30	47	8	85
3570	0	25	48	13	86
3571	0	31	44	15	90
3572	0	26	42	17	85
3573	0	27	46	7	80
3574	0	27	38	7	72
3575	0	28	33	11	72
3576	0	36	39	11	86
3577	0	20	32	12	64
3578	0	26	25	12	63
3579	0	27	34	9	70
3580	0	30	26	12	68
3581	0	37	42	18	97
3582	0	40	37	14	91
3583	0	42	42	10	94
3584	0	36	48	12	96
3585	0	37	42	15	94
3586	0	29	41	10	80
3587	0	33	49	17	99
3588	0	32	31	10	73
3589	0	29	47	11	87
3590	0	34	38	9	81
3591	0	31	33	6	70
3592	0	33	44	5	82
3593	0	30	33	17	80
3594	0	36	38	12	86
3595	0	33	42	8	83
3596	0	25	41	7	73
3597	0	34	37	14	85
3598	0	42	34	15	91
3599	0	23	45	8	76
3600	0	30	41	10	81
3601	0	33	30	10	73
3602	0	25	29	10	64
3603	0	22	34	19	75
3604	0	31	29	14	74
3605	0	23	43	19	85
3606	0	29	35	12	76
3607	0	26	40	11	77
3608	0	40	26	13	79
3609	0	31	35	16	82
3610	0	33	37	10	80
3611	0	32	31	11	74
3612	0	26	31	9	66
3613	0	37	37	13	87
3614	0	37	33	5	75
3615	0	29	37	11	77
3616	0	38	41	11	90
3617	0	32	26	20	78
3618	0	37	35	13	85
3619	0	29	35	15	79
3620	0	25	45	6	76
3621	0	30	46	12	88
3622	0	28	51	13	92
3623	0	26	44	9	79
3624	0	30	43	7	80
3625	0	25	41	12	78
3626	0	34	47	17	98
3627	0	20	32	11	63
3628	0	31	30	9	70
3629	0	29	41	13	83
3630	0	34	40	17	91
3631	0	27	36	11	74
3632	0	36	39	13	88
3633	0	32	39	13	84
3634	0	22	28	15	65
3635	0	25	33	11	69
3636	0	27	40	15	82
3637	0	26	40	14	80
3638	0	26	49	8	83
3639	0	20	47	8	75
3640	0	33	33	13	79
3641	0	28	39	14	81
3642	0	37	38	10	85
3643	0	19	41	7	67
3644	0	28	40	14	82
3645	0	42	50	12	104
3646	0	27	41	8	76
3647	0	31	42	12	85
3648	0	30	43	11	84
3649	0	25	45	13	83
3650	0	29	41	9	79
3651	0	36	45	8	89
3652	0	32	43	13	88
3653	0	32	42	12	86
3654	0	31	48	10	89
3655	0	21	39	11	71
3656	0	28	53	12	93
3657	0	34	41	11	86
3658	0	34	33	18	85
3659	0	39	33	17	89
3660	0	38	48	12	98
3661	0	40	31	17	88
3662	0	35	34	13	82
3663	0	34	48	10	92
3664	0	28	39	10	77
3665	0	33	31	12	76
3666	0	25	35	12	72
3667	0	25	37	10	72
3668	0	37	39	12	88
3669	0	28	43	11	82
3670	0	23	41	13	77
3671	0	23	24	12	59
3672	0	35	44	15	94
3673	0	34	39	15	88
3674	0	32	29	10	71
3675	0	29	25	9	63
3676	0	24	40	8	72
3677	0	27	37	10	74
3678	0	17	35	8	60
3679	0	30	36	11	77
3680	0	20	38	13	71
3681	0	26	29	20	75
3682	0	25	36	11	72
3683	0	27	41	12	80
3684	0	28	41	11	80
3685	0	31	40	15	86
3686	0	27	31	12	70
3687	0	30	35	9	74
3688	0	23	40	14	77
3689	0	19	41	12	72
3690	0	39	42	8	89
3691	0	27	34	14	75
3692	0	28	40	21	89
3693	0	32	36	9	77
3694	0	31	36	6	73
3695	0	20	35	11	66
3696	0	36	36	8	80
3697	0	34	37	10	81
3698	0	26	40	9	75
3699	0	24	40	11	75
3700	0	31	39	9	79
3701	0	31	26	9	66
3702	0	24	40	13	77
3703	0	32	31	13	76
3704	0	32	28	11	71
3705	0	30	37	11	78
3706	0	37	41	13	91
3707	0	33	35	12	80
3708	0	37	34	14	85
3709	0	33	40	16	89
3710	0	28	47	10	85
3711	0	31	37	11	79
3712	0	23	36	11	70
3713	0	21	38	10	69
3714	0	37	35	10	82
3715	0	22	39	16	77
3716	0	33	36	13	82
3717	0	32	37	7	76
3718	0	32	35	11	78
3719	0	31	34	13	78
3720	0	23	31	9	63
3721	0	23	41	13	77
3722	0	27	49	8	84
3723	0	33	27	12	72
3724	0	34	40	12	86
3725	0	26	30	12	68
3726	0	20	27	8	55
3727	0	31	36	7	74
3728	0	32	31	12	75
3729	0	28	33	17	78
3730	0	37	36	17	90
3731	0	30	37	15	82
3732	0	27	26	9	62
3733	0	30	38	14	82
3734	0	17	35	12	64
3735	0	31	32	14	77
3736	0	24	33	11	68
3737	0	29	43	9	81
3738	0	31	30	10	71
3739	0	28	39	12	79
3740	0	19	19	10	48
3741	0	27	41	5	73
3742	0	33	38	12	83
3743	0	43	41	12	96
3744	0	22	31	14	67
3745	0	20	36	12	68
3746	0	25	43	12	80
3747	0	23	32	10	65
3748	0	21	31	11	63
3749	0	17	38	9	64
3750	0	25	33	16	74
3751	0	32	30	13	75
3752	0	30	28	9	67
3753	0	25	28	10	63
3754	0	28	37	10	75
3755	0	25	34	13	72
3756	0	34	47	17	98
3757	0	28	37	10	75
3758	0	32	42	4	78
3759	0	37	36	12	85
3760	0	25	28	13	66
3761	0	28	24	9	61
3762	0	20	36	5	61
3763	0	31	32	11	74
3764	0	20	35	9	64
3765	0	34	39	21	94
3766	0	31	34	8	73
3767	0	30	47	10	87
3768	0	21	31	12	64
3769	0	34	36	20	90
3770	0	28	38	8	74
3771	0	40	35	17	92
3772	0	28	32	9	69
3773	0	28	41	15	84
3774	0	32	43	12	87
3775	0	32	44	11	87
3776	0	31	36	10	77
3777	0	24	25	7	56
3778	0	30	30	10	70
3779	0	23	31	4	58
3780	0	32	30	13	75
3781	0	29	43	8	80
3782	0	19	35	9	63
3783	0	35	36	12	83
3784	0	29	35	9	73
3785	0	30	30	10	70
3786	0	27	34	9	70
3787	0	28	29	13	70
3788	0	37	33	14	84
3789	0	21	31	9	61
3790	0	25	34	10	69
3791	0	34	33	13	80
3792	0	22	27	10	59
3793	0	33	32	14	79
3794	0	23	32	12	67
3795	0	29	39	12	80
3796	0	26	30	12	68
3797	0	23	36	15	74
3798	0	25	34	8	67
3799	0	35	38	10	83
3800	0	25	29	14	68
3801	0	34	35	10	79
3802	0	21	54	18	93
3803	0	30	28	14	72
3804	0	36	30	17	83
3805	0	33	36	10	79
3806	0	28	43	11	82
3807	0	32	41	14	87
3808	0	25	27	16	68
3809	0	38	21	14	73
3810	0	25	30	9	64
3811	0	21	29	12	62
3812	0	23	29	10	62
3813	0	30	35	12	77
3814	0	31	30	8	69
3815	0	18	37	9	64
3816	0	37	32	9	78
3817	0	31	28	16	75
3818	0	31	27	13	71
3819	0	29	44	14	87
3820	0	29	31	13	73
3821	0	29	34	9	72
3822	0	33	31	16	80
3823	0	24	40	17	81
3824	0	21	32	9	62
3825	0	34	30	12	76
3826	0	22	34	13	69
3827	0	21	40	16	77
3828	0	24	29	13	66
3829	0	21	33	20	74
3830	0	33	35	9	77
3831	0	28	29	9	66
3832	0	36	24	11	71
3833	0	22	26	13	61
3834	0	26	29	8	63
3835	0	28	39	9	76
3836	0	24	34	11	69
3837	0	23	33	15	71
3838	0	20	40	6	66
3839	0	34	39	12	85
3840	0	28	38	6	72
3841	0	25	45	13	83
3842	0	21	39	12	72
3843	0	30	27	5	62
3844	0	22	36	10	68
3845	0	29	49	8	86
3846	0	29	33	10	72
3847	0	32	28	15	75
3848	0	26	29	16	71
3849	0	21	33	13	67
3850	0	28	37	16	81
3851	0	30	29	12	71
3852	0	27	27	11	65
3853	0	36	38	9	83
3854	0	28	40	8	76
3855	0	34	42	13	89
3856	0	28	32	12	72
3857	0	38	26	12	76
3858	0	20	37	5	62
3859	0	26	26	15	67
3860	0	18	48	12	78
3861	0	20	39	13	72
3862	0	25	27	9	61
3863	0	22	41	4	67
3864	0	36	29	6	71
3865	0	22	42	14	78
3866	0	25	28	9	62
3867	0	33	36	17	86
3868	0	28	36	8	72
3869	0	26	28	7	61
3870	0	33	39	9	81
3871	0	15	27	11	53
3872	0	22	35	8	65
3873	0	28	31	11	70
3874	0	42	36	9	87
3875	0	29	35	6	70
3876	0	30	30	7	67
3877	0	30	36	14	80
3878	0	34	33	12	79
3879	0	25	36	5	66
3880	0	22	38	10	70
3881	0	31	30	11	72
3882	0	39	28	6	73
3883	0	29	29	13	71
3884	0	30	39	14	83
3885	0	18	29	10	57
3886	0	28	31	13	72
3887	0	22	42	16	80
3888	0	23	34	8	65
3889	0	29	34	5	68
3890	0	22	31	11	64
3891	0	23	34	14	71
3892	0	28	32	10	70
3893	0	32	29	14	75
3894	0	28	34	16	78
3895	0	19	24	10	53
3896	0	18	32	15	65
3897	0	32	36	10	78
3898	0	23	52	9	84
3899	0	23	33	10	66
3900	0	33	23	13	69
3901	0	27	29	12	68
3902	0	21	43	9	73
3903	0	28	26	11	65
3904	0	22	29	13	64
3905	0	15	33	9	57
3906	0	24	25	12	61
3907	0	20	34	5	59
3908	0	33	27	13	73
3909	0	22	30	16	68
3910	0	23	31	10	64
3911	0	22	30	8	60
3912	0	18	46	10	74
3913	0	26	38	6	70
3914	0	27	29	9	65
3915	0	23	30	8	61
3916	0	32	39	11	82
3917	0	25	29	8	62
3918	0	23	29	6	58
3919	0	30	30	17	77
3920	0	38	26	9	73
3921	0	23	32	9	64
3922	0	25	34	10	69
3923	0	13	46	11	70
3924	0	19	32	15	66
3925	0	31	22	7	60
3926	0	22	33	11	66
3927	0	33	33	12	78
3928	0	33	31	4	68
3929	0	22	34	4	60
3930	0	23	38	7	68
3931	0	28	43	8	79
3932	0	23	29	4	56
3933	0	27	39	11	77
3934	0	28	35	8	71
3935	0	25	30	10	65
3936	0	25	29	10	64
3937	0	26	42	15	83
3938	0	19	32	7	58
3939	0	20	28	7	55
3940	0	30	27	8	65
3941	0	38	35	12	85
3942	0	24	37	14	75
3943	0	34	29	11	74
3944	0	35	31	7	73
3945	0	29	42	10	81
3946	0	16	47	18	81
3947	0	22	32	11	65
3948	0	30	28	10	68
3949	0	28	30	14	72
3950	0	31	35	10	76
3951	0	31	26	13	70
3952	0	38	34	8	80
3953	0	25	32	13	70
3954	0	32	37	6	75
3955	0	27	28	12	67
3956	0	33	29	13	75
3957	0	32	24	13	69
3958	0	29	26	11	66
3959	0	25	32	12	69
3960	0	26	36	7	69
3961	0	22	29	13	64
3962	0	31	29	8	68
3963	0	34	33	7	74
3964	0	34	31	18	83
3965	0	37	32	10	79
3966	0	22	41	11	74
3967	0	51	36	14	101
3968	0	37	27	11	75
3969	0	30	25	6	61
3970	0	36	29	8	73
3971	0	29	30	9	68
3972	0	33	27	11	71
3973	0	26	27	13	66
3974	0	25	28	8	61
3975	0	31	35	6	72
3976	0	19	32	13	64
3977	0	30	29	13	72
3978	0	28	30	5	63
3979	0	26	34	10	70
3980	0	24	35	14	73
3981	0	23	29	8	60
3982	0	36	49	17	102
3983	0	21	39	8	68
3984	0	25	29	9	63
3985	0	34	26	5	65
3986	0	25	35	6	66
3987	0	18	30	12	60
3988	0	22	35	10	67
3989	0	28	34	9	71
3990	0	31	35	11	77
3991	0	23	27	15	65
3992	0	26	30	16	72
3993	0	26	37	8	71
3994	0	30	29	10	69
3995	0	21	29	11	61
3996	0	25	38	10	73
3997	0	24	30	10	64
3998	0	19	25	17	61
3999	0	23	34	12	69
4000	0	27	29	10	66
4001	0	24	26	12	62
4002	0	25	32	14	71
4003	0	24	24	13	61
4004	0	32	35	9	76
4005	0	20	26	14	60
4006	0	28	30	13	71
4007	0	22	35	11	68
4008	0	26	32	14	72
4009	0	18	28	5	51
4010	0	27	28	16	71
4011	0	28	35	8	71
4012	0	21	17	14	52
4013	0	33	25	16	74
4014	0	27	25	14	66
4015	0	31	27	11	69
4016	0	23	24	13	60
4017	0	29	41	14	84
4018	0	25	36	7	68
4019	0	26	39	16	81
4020	0	23	17	17	57
4021	0	30	26	11	67
4022	0	26	29	11	66
4023	0	26	23	13	62
4024	0	18	27	9	54
4025	0	24	29	12	65
4026	0	21	28	13	62
4027	0	27	21	13	61
4028	0	32	25	7	64
4029	0	20	43	10	73
4030	0	21	17	10	48
4031	0	31	26	11	68
4032	0	20	35	11	66
4033	0	37	33	7	77
4034	0	21	33	9	63
4035	0	25	37	4	66
4036	0	32	32	7	71
4037	0	31	42	14	87
4038	0	18	21	9	48
4039	0	27	33	13	73
4040	0	18	41	6	65
4041	0	29	39	9	77
4042	0	22	34	11	67
4043	0	29	29	10	68
4044	0	26	35	8	69
4045	0	19	36	13	68
4046	0	22	47	12	81
4047	0	26	53	10	89
4048	0	24	45	9	78
4049	0	25	54	10	89
4050	0	29	48	9	86
4051	0	20	62	9	91
4052	0	37	76	9	122
4053	0	20	58	8	86
4054	0	22	46	11	79
4055	0	21	53	14	88
4056	0	22	77	6	105
4057	0	17	52	8	77
4058	0	27	28	5	60
4059	0	29	31	8	68
4060	0	18	28	9	55
4061	0	31	38	10	79
4062	0	28	21	8	57
4063	0	23	28	7	58
4064	0	32	36	13	81
4065	0	22	34	9	65
4066	0	19	27	8	54
4067	0	18	36	9	63
4068	0	34	33	8	75
4069	0	31	25	10	66
4070	0	26	26	9	61
4071	0	23	42	11	76
4072	0	30	30	19	79
4073	0	16	32	16	64
4074	0	19	27	15	61
4075	0	16	32	9	57
4076	0	23	22	22	67
4077	0	27	24	23	74
4078	0	18	29	15	62
4079	0	24	33	9	66
4080	0	25	33	12	70
4081	0	24	28	13	65
4082	0	25	30	6	61
4083	0	26	33	13	72
4084	0	27	34	15	76
4085	0	24	24	8	56
4086	0	23	23	13	59
4087	0	18	29	10	57
4088	0	24	27	8	59
4089	0	19	36	12	67
4090	0	26	30	13	69
4091	0	21	20	14	55
4092	0	26	33	11	70
4093	0	34	24	5	63
4094	0	20	31	13	64
4095	0	20	33	11	64
4096	0	27	31	9	67
4097	0	22	33	7	62
4098	0	19	23	6	48
4099	0	29	38	6	73
4100	0	32	30	10	72
4101	0	25	31	8	64
4102	0	21	29	8	58
4103	0	24	33	12	69
4104	0	20	28	5	53
4105	0	20	33	9	62
4106	0	25	31	6	62
4107	0	22	33	18	73
4108	0	29	22	7	58
4109	0	16	27	6	49
4110	0	23	36	11	70
4111	0	15	35	9	59
4112	0	22	33	6	61
4113	0	27	20	8	55
4114	0	27	33	7	67
4115	0	20	34	13	67
4116	0	23	37	9	69
4117	0	28	24	8	60
4118	0	23	31	10	64
4119	0	23	32	7	62
4120	0	24	33	9	66
4121	0	30	31	11	72
4122	0	17	33	4	54
4123	0	27	29	9	65
4124	0	24	27	5	56
4125	0	25	35	10	70
4126	0	23	35	6	64
4127	0	18	32	10	60
4128	0	22	28	7	57
4129	0	29	31	3	63
4130	0	27	14	5	46
4131	0	22	18	6	46
4132	0	29	32	12	73
4133	0	20	30	6	56
4134	0	29	26	8	63
4135	0	24	36	7	67
4136	0	21	28	6	55
4137	0	20	22	12	54
4138	0	19	29	6	54
4139	0	24	32	7	63
4140	0	21	38	5	64
4141	0	22	33	8	63
4142	0	23	31	9	63
4143	0	22	28	14	64
4144	0	18	29	12	59
4145	0	24	33	7	64
4146	0	35	30	6	71
4147	0	24	37	10	71
4148	0	21	28	13	62
4149	0	21	28	8	57
4150	0	25	26	10	61
4151	0	16	32	4	52
4152	0	19	23	12	54
4153	0	25	28	9	62
4154	0	23	26	8	57
4155	0	21	29	9	59
4156	0	23	25	8	56
4157	0	21	26	13	60
4158	0	22	34	11	67
4159	0	27	29	4	60
4160	0	19	31	7	57
4161	0	25	28	12	65
4162	0	24	23	14	61
4163	0	31	31	5	67
4164	0	16	35	11	62
4165	0	22	27	7	56
4166	0	23	29	11	63
4167	0	11	21	7	39
4168	0	18	32	11	61
4169	0	26	29	8	63
4170	0	23	24	11	58
4171	0	19	30	11	60
4172	0	28	18	10	56
4173	0	22	22	7	51
4174	0	25	27	9	61
4175	0	31	27	12	70
4176	0	21	28	7	56
4177	0	29	29	16	74
4178	0	23	27	12	62
4179	0	16	28	14	58
4180	0	25	18	7	50
4181	0	20	24	8	52
4182	0	24	20	3	47
4183	0	17	23	10	50
4184	0	21	29	7	57
4185	0	33	31	9	73
4186	0	24	27	9	60
4187	0	35	28	8	71
4188	0	28	31	16	75
4189	0	15	33	9	57
4190	0	20	31	10	61
4191	0	28	28	7	63
4192	0	23	30	11	64
4193	0	19	32	10	61
4194	0	24	23	6	53
4195	0	16	33	8	57
4196	0	29	27	5	61
4197	0	14	21	7	42
4198	0	19	23	11	53
4199	0	26	21	14	61
4200	0	19	35	7	61
4201	0	22	23	10	55
4202	0	22	32	5	59
4203	0	20	43	12	75
4204	0	25	28	11	64
4205	0	21	24	10	55
4206	0	27	29	4	60
4207	0	17	34	8	59
4208	0	24	27	10	61
4209	0	9	31	5	45
4210	0	19	16	4	39
4211	0	27	24	10	61
4212	0	19	31	8	58
4213	0	19	28	8	55
4214	0	24	35	9	68
4215	0	23	28	5	56
4216	0	25	30	8	63
4217	0	26	32	10	68
4218	0	22	31	12	65
4219	0	19	21	10	50
4220	0	31	27	11	69
4221	0	26	36	10	72
4222	0	13	27	10	50
4223	0	32	27	7	66
4224	0	23	24	11	58
4225	0	28	39	9	76
4226	0	28	26	7	61
4227	0	21	33	8	62
4228	0	19	25	3	47
4229	0	16	31	16	63
4230	0	20	24	8	52
4231	0	25	24	13	62
4232	0	25	29	10	64
4233	0	31	22	13	66
4234	0	23	24	9	56
4235	0	26	32	10	68
4236	0	17	34	8	59
4237	0	18	26	10	54
4238	0	26	35	11	72
4239	0	17	22	9	48
4240	0	20	37	10	67
4241	0	22	21	8	51
4242	0	31	33	9	73
4243	0	18	32	8	58
4244	0	25	21	9	55
4245	0	21	31	8	60
4246	0	18	31	8	57
4247	0	20	27	5	52
4248	0	25	25	10	60
4249	0	23	21	8	52
4250	0	25	19	13	57
4251	0	26	26	9	61
4252	0	20	32	5	57
4253	0	22	24	11	57
4254	0	18	16	8	42
4255	0	24	26	12	62
4256	0	24	31	6	61
4257	0	31	36	6	73
4258	0	25	24	10	59
4259	0	24	28	8	60
4260	0	15	25	8	48
4261	0	23	32	11	66
4262	0	19	30	10	59
4263	0	19	41	12	72
4264	0	21	28	13	62
4265	0	24	27	8	59
4266	0	20	25	7	52
4267	0	22	35	8	65
4268	0	20	33	8	61
4269	0	15	22	8	45
4270	0	24	22	4	50
4271	0	16	20	9	45
4272	0	21	24	5	50
4273	0	21	24	9	54
4274	0	19	26	11	56
4275	0	23	32	8	63
4276	0	18	40	6	64
4277	0	26	27	8	61
4278	0	21	28	6	55
4279	0	26	20	4	50
4280	0	21	34	9	64
4281	0	17	28	6	51
4282	0	20	20	9	49
4283	0	19	20	9	48
4284	0	21	23	9	53
4285	0	17	28	21	66
4286	0	22	32	10	64
4287	0	21	24	11	56
4288	0	30	20	6	56
4289	0	20	37	5	62
4290	0	20	24	5	49
4291	0	14	21	5	40
4292	0	15	31	13	59
4293	0	22	26	7	55
4294	0	27	31	11	69
4295	0	20	28	9	57
4296	0	27	29	11	67
4297	0	30	31	13	74
4298	0	23	29	15	67
4299	0	18	33	8	59
4300	0	19	27	8	54
4301	0	16	29	10	55
4302	0	20	21	13	54
4303	0	24	22	1	47
4304	0	29	15	7	51
4305	0	17	32	17	66
4306	0	32	32	5	69
4307	0	25	24	6	55
4308	0	31	24	9	64
4309	0	18	22	5	45
4310	0	11	18	7	36
4311	0	25	24	11	60
4312	0	15	32	5	52
4313	0	18	30	6	54
4314	0	27	37	7	71
4315	0	19	27	12	58
4316	0	31	31	8	70
4317	0	17	23	9	49
4318	0	18	25	4	47
4319	0	26	30	10	66
4320	0	23	27	7	57
4321	0	22	18	9	49
4322	0	32	23	8	63
4323	0	17	20	10	47
4324	0	25	23	6	54
4325	0	18	32	5	55
4326	0	18	31	8	57
4327	0	19	33	11	63
4328	0	19	24	8	51
4329	0	20	37	5	62
4330	0	23	28	6	57
4331	0	19	30	6	55
4332	0	25	25	9	59
4333	0	20	33	10	63
4334	0	18	26	8	52
4335	0	16	24	5	45
4336	0	24	24	10	58
4337	0	19	29	13	61
4338	0	17	24	13	54
4339	0	18	28	6	52
4340	0	22	15	8	45
4341	0	23	17	9	49
4342	0	18	34	7	59
4343	0	21	36	8	65
4344	0	19	31	12	62
4345	0	18	31	7	56
4346	0	28	25	6	59
4347	0	14	23	11	48
4348	0	26	18	14	58
4349	0	16	27	13	56
4350	0	25	31	6	62
4351	0	22	23	8	53
4352	0	25	26	6	57
4353	0	21	15	8	44
4354	0	21	24	9	54
4355	0	16	27	2	45
4356	0	14	27	11	52
4357	0	24	37	6	67
4358	0	20	27	13	60
4359	0	20	23	6	49
4360	0	21	37	11	69
4361	0	29	16	10	55
4362	0	22	27	12	61
4363	0	21	25	4	50
4364	0	26	24	14	64
4365	0	15	21	14	50
4366	0	26	26	10	62
4367	0	21	22	5	48
4368	0	17	27	6	50
4369	0	22	27	8	57
4370	0	16	22	11	49
4371	0	20	24	8	52
4372	0	19	22	7	48
4373	0	15	32	15	62
4374	0	19	32	12	63
4375	0	19	21	9	49
4376	0	19	31	9	59
4377	0	18	29	8	55
4378	0	16	21	7	44
4379	0	18	27	10	55
4380	0	25	27	8	60
4381	0	21	27	5	53
4382	0	24	24	10	58
4383	0	15	18	5	38
4384	0	16	27	8	51
4385	0	18	27	7	52
4386	0	25	26	4	55
4387	0	18	25	15	58
4388	0	24	21	7	52
4389	0	15	23	12	50
4390	0	17	22	4	43
4391	0	19	31	8	58
4392	0	31	29	6	66
4393	0	22	26	11	59
4394	0	25	38	10	73
4395	0	25	23	10	58
4396	0	16	30	5	51
4397	0	13	31	10	54
4398	0	21	17	11	49
4399	0	20	23	6	49
4400	0	15	19	9	43
4401	0	24	25	7	56
4402	0	23	23	7	53
4403	0	22	19	9	50
4404	0	14	29	12	55
4405	0	28	20	7	55
4406	0	26	22	9	57
4407	0	21	23	6	50
4408	0	15	16	7	38
4409	0	16	26	3	45
4410	0	23	20	7	50
4411	0	13	29	9	51
4412	0	17	21	10	48
4413	0	14	26	7	47
4414	0	9	25	12	46
4415	0	17	26	9	52
4416	0	20	25	8	53
4417	0	16	31	14	61
4418	0	18	31	12	61
4419	0	13	19	10	42
4420	0	23	23	11	57
4421	0	17	19	11	47
4422	0	22	30	6	58
4423	0	25	19	9	53
4424	0	11	35	6	52
4425	0	22	17	9	48
4426	0	22	17	8	47
4427	0	20	35	7	62
4428	0	17	31	8	56
4429	0	18	23	7	48
4430	0	23	28	9	60
4431	0	17	23	10	50
4432	0	20	40	8	68
4433	0	18	15	9	42
4434	0	18	20	6	44
4435	0	24	33	11	68
4436	0	15	20	11	46
4437	0	18	17	6	41
4438	0	22	30	5	57
