Fragment_length	Missing_sites	CCGG-CCGG	Sum
3313	0	103	103
3314	0	93	93
3315	0	89	89
3316	0	82	82
3317	0	97	97
3318	0	87	87
3319	0	88	88
3320	0	74	74
3321	0	87	87
3322	0	104	104
3323	0	90	90
3324	0	98	98
3325	0	92	92
3326	0	99	99
3327	0	90	90
3328	0	83	83
3329	0	86	86
3330	0	106	106
3331	0	91	91
3332	0	92	92
3333	0	105	105
3334	0	77	77
3335	0	87	87
3336	0	78	78
3337	0	87	87
3338	0	89	89
3339	0	81	81
3340	0	84	84
3341	0	91	91
3342	0	91	91
3343	0	94	94
3344	0	101	101
3345	0	95	95
3346	0	75	75
3347	0	91	91
3348	0	91	91
3349	0	95	95
3350	0	79	79
3351	0	95	95
3352	0	69	69
3353	0	89	89
3354	0	86	86
3355	0	78	78
3356	0	89	89
3357	0	76	76
3358	0	106	106
3359	0	99	99
3360	0	104	104
3361	0	93	93
3362	0	90	90
3363	0	94	94
3364	0	99	99
3365	0	90	90
3366	0	78	78
3367	0	86	86
3368	0	94	94
3369	0	89	89
3370	0	102	102
3371	0	95	95
3372	0	102	102
3373	0	102	102
3374	0	88	88
3375	0	102	102
3376	0	77	77
3377	0	93	93
3378	0	95	95
3379	0	91	91
3380	0	97	97
3381	0	86	86
3382	0	95	95
3383	0	88	88
3384	0	94	94
3385	0	97	97
3386	0	93	93
3387	0	103	103
3388	0	93	93
3389	0	96	96
3390	0	121	121
3391	0	76	76
3392	0	103	103
3393	0	92	92
3394	0	101	101
3395	0	90	90
3396	0	82	82
3397	0	99	99
3398	0	80	80
3399	0	100	100
3400	0	103	103
3401	0	102	102
3402	0	101	101
3403	0	80	80
3404	0	71	71
3405	0	83	83
3406	0	108	108
3407	0	87	87
3408	0	89	89
3409	0	96	96
3410	0	93	93
3411	0	69	69
3412	0	95	95
3413	0	73	73
3414	0	97	97
3415	0	91	91
3416	0	91	91
3417	0	72	72
3418	0	91	91
3419	0	80	80
3420	0	95	95
3421	0	87	87
3422	0	77	77
3423	0	106	106
3424	0	97	97
3425	0	88	88
3426	0	88	88
3427	0	83	83
3428	0	93	93
3429	0	86	86
3430	0	95	95
3431	0	117	117
3432	0	78	78
3433	0	88	88
3434	0	101	101
3435	0	76	76
3436	0	82	82
3437	0	98	98
3438	0	96	96
3439	0	92	92
3440	0	102	102
3441	0	102	102
3442	0	97	97
3443	0	97	97
3444	0	86	86
3445	0	98	98
3446	0	92	92
3447	0	82	82
3448	0	76	76
3449	0	81	81
3450	0	96	96
3451	0	83	83
3452	0	76	76
3453	0	72	72
3454	0	75	75
3455	0	101	101
3456	0	91	91
3457	0	91	91
3458	0	105	105
3459	0	83	83
3460	0	72	72
3461	0	95	95
3462	0	83	83
3463	0	86	86
3464	0	95	95
3465	0	72	72
3466	0	82	82
3467	0	107	107
3468	0	92	92
3469	0	83	83
3470	0	79	79
3471	0	80	80
3472	0	79	79
3473	0	94	94
3474	0	99	99
3475	0	83	83
3476	0	74	74
3477	0	91	91
3478	0	90	90
3479	0	73	73
3480	0	95	95
3481	0	97	97
3482	0	82	82
3483	0	86	86
3484	0	96	96
3485	0	75	75
3486	0	94	94
3487	0	98	98
3488	0	83	83
3489	0	101	101
3490	0	76	76
3491	0	87	87
3492	0	84	84
3493	0	92	92
3494	0	81	81
3495	0	89	89
3496	0	93	93
3497	0	97	97
3498	0	101	101
3499	0	78	78
3500	0	75	75
3501	0	84	84
3502	0	99	99
3503	0	79	79
3504	0	95	95
3505	0	74	74
3506	0	81	81
3507	0	94	94
3508	0	86	86
3509	0	75	75
3510	0	80	80
3511	0	69	69
3512	0	81	81
3513	0	85	85
3514	0	70	70
3515	0	92	92
3516	0	102	102
3517	0	90	90
3518	0	90	90
3519	0	93	93
3520	0	101	101
3521	0	89	89
3522	0	88	88
3523	0	85	85
3524	0	74	74
3525	0	79	79
3526	0	70	70
3527	0	94	94
3528	0	89	89
3529	0	79	79
3530	0	95	95
3531	0	89	89
3532	0	81	81
3533	0	86	86
3534	0	98	98
3535	0	96	96
3536	0	98	98
3537	0	92	92
3538	0	98	98
3539	0	81	81
3540	0	77	77
3541	0	79	79
3542	0	94	94
3543	0	74	74
3544	0	87	87
3545	0	79	79
3546	0	85	85
3547	0	88	88
3548	0	91	91
3549	0	69	69
3550	0	101	101
3551	0	84	84
3552	0	96	96
3553	0	92	92
3554	0	78	78
3555	0	89	89
3556	0	76	76
3557	0	89	89
3558	0	79	79
3559	0	86	86
3560	0	90	90
3561	0	95	95
3562	0	83	83
3563	0	102	102
3564	0	79	79
3565	0	69	69
3566	0	77	77
3567	0	85	85
3568	0	65	65
3569	0	86	86
3570	0	75	75
3571	0	77	77
3572	0	80	80
3573	0	66	66
3574	0	72	72
3575	0	96	96
3576	0	81	81
3577	0	55	55
3578	0	79	79
3579	0	77	77
3580	0	74	74
3581	0	82	82
3582	0	90	90
3583	0	90	90
3584	0	86	86
3585	0	84	84
3586	0	83	83
3587	0	90	90
3588	0	90	90
3589	0	78	78
3590	0	104	104
3591	0	82	82
3592	0	97	97
3593	0	89	89
3594	0	86	86
3595	0	76	76
3596	0	65	65
3597	0	85	85
3598	0	83	83
3599	0	78	78
3600	0	81	81
3601	0	83	83
3602	0	86	86
3603	0	71	71
3604	0	73	73
3605	0	81	81
3606	0	71	71
3607	0	76	76
3608	0	96	96
3609	0	68	68
3610	0	88	88
3611	0	80	80
3612	0	79	79
3613	0	82	82
3614	0	75	75
3615	0	72	72
3616	0	84	84
3617	0	78	78
3618	0	84	84
3619	0	74	74
3620	0	77	77
3621	0	86	86
3622	0	64	64
3623	0	70	70
3624	0	81	81
3625	0	63	63
3626	0	74	74
3627	0	69	69
3628	0	75	75
3629	0	83	83
3630	0	78	78
3631	0	81	81
3632	0	78	78
3633	0	79	79
3634	0	84	84
3635	0	72	72
3636	0	81	81
3637	0	72	72
3638	0	73	73
3639	0	81	81
3640	0	80	80
3641	0	101	101
3642	0	88	88
3643	0	69	69
3644	0	80	80
3645	0	92	92
3646	0	72	72
3647	0	71	71
3648	0	70	70
3649	0	71	71
3650	0	78	78
3651	0	96	96
3652	0	89	89
3653	0	74	74
3654	0	78	78
3655	0	79	79
3656	0	94	94
3657	0	76	76
3658	0	76	76
3659	0	91	91
3660	0	98	98
3661	0	93	93
3662	0	86	86
3663	0	74	74
3664	0	80	80
3665	0	80	80
3666	0	98	98
3667	0	79	79
3668	0	84	84
3669	0	67	67
3670	0	70	70
3671	0	68	68
3672	0	75	75
3673	0	92	92
3674	0	84	84
3675	0	76	76
3676	0	67	67
3677	0	81	81
3678	0	61	61
3679	0	74	74
3680	0	76	76
3681	0	66	66
3682	0	67	67
3683	0	71	71
3684	0	88	88
3685	0	93	93
3686	0	74	74
3687	0	74	74
3688	0	57	57
3689	0	64	64
3690	0	88	88
3691	0	73	73
3692	0	85	85
3693	0	94	94
3694	0	74	74
3695	0	72	72
3696	0	89	89
3697	0	81	81
3698	0	71	71
3699	0	57	57
3700	0	89	89
3701	0	69	69
3702	0	71	71
3703	0	90	90
3704	0	81	81
3705	0	82	82
3706	0	97	97
3707	0	84	84
3708	0	85	85
3709	0	79	79
3710	0	78	78
3711	0	89	89
3712	0	69	69
3713	0	65	65
3714	0	77	77
3715	0	71	71
3716	0	81	81
3717	0	76	76
3718	0	75	75
3719	0	74	74
3720	0	73	73
3721	0	68	68
3722	0	78	78
3723	0	88	88
3724	0	82	82
3725	0	82	82
3726	0	65	65
3727	0	85	85
3728	0	79	79
3729	0	75	75
3730	0	92	92
3731	0	78	78
3732	0	77	77
3733	0	81	81
3734	0	66	66
3735	0	77	77
3736	0	72	72
3737	0	78	78
3738	0	76	76
3739	0	85	85
3740	0	64	64
3741	0	82	82
3742	0	77	77
3743	0	88	88
3744	0	57	57
3745	0	71	71
3746	0	69	69
3747	0	70	70
3748	0	65	65
3749	0	60	60
3750	0	76	76
3751	0	85	85
3752	0	86	86
3753	0	75	75
3754	0	83	83
3755	0	73	73
3756	0	90	90
3757	0	78	78
3758	0	72	72
3759	0	78	78
3760	0	74	74
3761	0	79	79
3762	0	73	73
3763	0	67	67
3764	0	65	65
3765	0	77	77
3766	0	75	75
3767	0	82	82
3768	0	71	71
3769	0	89	89
3770	0	64	64
3771	0	86	86
3772	0	82	82
3773	0	86	86
3774	0	86	86
3775	0	72	72
3776	0	85	85
3777	0	71	71
3778	0	81	81
3779	0	61	61
3780	0	81	81
3781	0	80	80
3782	0	62	62
3783	0	78	78
3784	0	75	75
3785	0	74	74
3786	0	79	79
3787	0	63	63
3788	0	85	85
3789	0	69	69
3790	0	73	73
3791	0	76	76
3792	0	60	60
3793	0	77	77
3794	0	68	68
3795	0	76	76
3796	0	65	65
3797	0	63	63
3798	0	61	61
3799	0	69	69
3800	0	64	64
3801	0	83	83
3802	0	63	63
3803	0	65	65
3804	0	73	73
3805	0	81	81
3806	0	63	63
3807	0	86	86
3808	0	65	65
3809	0	99	99
3810	0	70	70
3811	0	72	72
3812	0	68	68
3813	0	71	71
3814	0	91	91
3815	0	76	76
3816	0	85	85
3817	0	95	95
3818	0	93	93
3819	0	77	77
3820	0	75	75
3821	0	62	62
3822	0	86	86
3823	0	71	71
3824	0	78	78
3825	0	78	78
3826	0	58	58
3827	0	60	60
3828	0	76	76
3829	0	71	71
3830	0	78	78
3831	0	70	70
3832	0	73	73
3833	0	68	68
3834	0	64	64
3835	0	69	69
3836	0	62	62
3837	0	70	70
3838	0	65	65
3839	0	76	76
3840	0	66	66
3841	0	72	72
3842	0	49	49
3843	0	80	80
3844	0	70	70
3845	0	72	72
3846	0	70	70
3847	0	80	80
3848	0	76	76
3849	0	66	66
3850	0	71	71
3851	0	72	72
3852	0	81	81
3853	0	94	94
3854	0	73	73
3855	0	83	83
3856	0	63	63
3857	0	73	73
3858	0	54	54
3859	0	69	69
3860	0	57	57
3861	0	63	63
3862	0	62	62
3863	0	60	60
3864	0	74	74
3865	0	70	70
3866	0	80	80
3867	0	71	71
3868	0	73	73
3869	0	76	76
3870	0	73	73
3871	0	65	65
3872	0	64	64
3873	0	75	75
3874	0	91	91
3875	0	68	68
3876	0	85	85
3877	0	65	65
3878	0	66	66
3879	0	62	62
3880	0	74	74
3881	0	74	74
3882	0	80	80
3883	0	73	73
3884	0	68	68
3885	0	55	55
3886	0	79	79
3887	0	66	66
3888	0	64	64
3889	0	71	71
3890	0	61	61
3891	0	81	81
3892	0	73	73
3893	0	77	77
3894	0	78	78
3895	0	65	65
3896	0	66	66
3897	0	71	71
3898	0	66	66
3899	0	67	67
3900	0	72	72
3901	0	65	65
3902	0	64	64
3903	0	75	75
3904	0	67	67
3905	0	60	60
3906	0	69	69
3907	0	62	62
3908	0	68	68
3909	0	65	65
3910	0	60	60
3911	0	76	76
3912	0	56	56
3913	0	70	70
3914	0	70	70
3915	0	60	60
3916	0	87	87
3917	0	65	65
3918	0	72	72
3919	0	72	72
3920	0	89	89
3921	0	76	76
3922	0	61	61
3923	0	62	62
3924	0	64	64
3925	0	67	67
3926	0	62	62
3927	0	74	74
3928	0	71	71
3929	0	68	68
3930	0	65	65
3931	0	74	74
3932	0	75	75
3933	0	74	74
3934	0	74	74
3935	0	68	68
3936	0	59	59
3937	0	69	69
3938	0	63	63
3939	0	64	64
3940	0	79	79
3941	0	82	82
3942	0	67	67
3943	0	79	79
3944	0	74	74
3945	0	68	68
3946	0	63	63
3947	0	60	60
3948	0	65	65
3949	0	70	70
3950	0	66	66
3951	0	74	74
3952	0	90	90
3953	0	76	76
3954	0	87	87
3955	0	77	77
3956	0	81	81
3957	0	69	69
3958	0	69	69
3959	0	69	69
3960	0	71	71
3961	0	64	64
3962	0	85	85
3963	0	79	79
3964	0	72	72
3965	0	72	72
3966	0	77	77
3967	0	106	106
3968	0	97	97
3969	0	68	68
3970	0	84	84
3971	0	68	68
3972	0	76	76
3973	0	73	73
3974	0	73	73
3975	0	70	70
3976	0	66	66
3977	0	69	69
3978	0	72	72
3979	0	65	65
3980	0	81	81
3981	0	72	72
3982	0	76	76
3983	0	54	54
3984	0	76	76
3985	0	84	84
3986	0	82	82
3987	0	52	52
3988	0	69	69
3989	0	82	82
3990	0	79	79
3991	0	59	59
3992	0	62	62
3993	0	74	74
3994	0	71	71
3995	0	57	57
3996	0	78	78
3997	0	70	70
3998	0	67	67
3999	0	62	62
4000	0	78	78
4001	0	58	58
4002	0	64	64
4003	0	73	73
4004	0	72	72
4005	0	57	57
4006	0	71	71
4007	0	63	63
4008	0	68	68
4009	0	63	63
4010	0	82	82
4011	0	70	70
4012	0	61	61
4013	0	71	71
4014	0	67	67
4015	0	67	67
4016	0	69	69
4017	0	66	66
4018	0	62	62
4019	0	72	72
4020	0	63	63
4021	0	68	68
4022	0	53	53
4023	0	74	74
4024	0	65	65
4025	0	71	71
4026	0	56	56
4027	0	76	76
4028	0	71	71
4029	0	64	64
4030	0	55	55
4031	0	74	74
4032	0	61	61
4033	0	73	73
4034	0	53	53
4035	0	58	58
4036	0	82	82
4037	0	74	74
4038	0	64	64
4039	0	65	65
4040	0	63	63
4041	0	76	76
4042	0	62	62
4043	0	62	62
4044	0	69	69
4045	0	62	62
4046	0	74	74
4047	0	71	71
4048	0	68	68
4049	0	71	71
4050	0	74	74
4051	0	67	67
4052	0	73	73
4053	0	59	59
4054	0	67	67
4055	0	60	60
4056	0	71	71
4057	0	50	50
4058	0	58	58
4059	0	75	75
4060	0	73	73
4061	0	68	68
4062	0	72	72
4063	0	56	56
4064	0	74	74
4065	0	58	58
4066	0	65	65
4067	0	60	60
4068	0	80	80
4069	0	85	85
4070	0	66	66
4071	0	69	69
4072	0	64	64
4073	0	45	45
4074	0	64	64
4075	0	60	60
4076	0	72	72
4077	0	71	71
4078	0	68	68
4079	0	67	67
4080	0	60	60
4081	0	69	69
4082	0	56	56
4083	0	62	62
4084	0	61	61
4085	0	56	56
4086	0	64	64
4087	0	58	58
4088	0	63	63
4089	0	47	47
4090	0	64	64
4091	0	78	78
4092	0	77	77
4093	0	73	73
4094	0	62	62
4095	0	61	61
4096	0	63	63
4097	0	70	70
4098	0	58	58
4099	0	70	70
4100	0	79	79
4101	0	77	77
4102	0	64	64
4103	0	67	67
4104	0	62	62
4105	0	55	55
4106	0	65	65
4107	0	70	70
4108	0	71	71
4109	0	60	60
4110	0	67	67
4111	0	44	44
4112	0	68	68
4113	0	72	72
4114	0	62	62
4115	0	55	55
4116	0	58	58
4117	0	78	78
4118	0	55	55
4119	0	68	68
4120	0	68	68
4121	0	65	65
4122	0	50	50
4123	0	62	62
4124	0	60	60
4125	0	59	59
4126	0	72	72
4127	0	71	71
4128	0	51	51
4129	0	58	58
4130	0	64	64
4131	0	63	63
4132	0	72	72
4133	0	53	53
4134	0	66	66
4135	0	69	69
4136	0	60	60
4137	0	57	57
4138	0	56	56
4139	0	57	57
4140	0	56	56
4141	0	67	67
4142	0	79	79
4143	0	49	49
4144	0	60	60
4145	0	61	61
4146	0	76	76
4147	0	57	57
4148	0	57	57
4149	0	66	66
4150	0	63	63
4151	0	55	55
4152	0	66	66
4153	0	61	61
4154	0	58	58
4155	0	69	69
4156	0	58	58
4157	0	65	65
4158	0	68	68
4159	0	70	70
4160	0	56	56
4161	0	66	66
4162	0	61	61
4163	0	70	70
4164	0	60	60
4165	0	63	63
4166	0	77	77
4167	0	49	49
4168	0	62	62
4169	0	72	72
4170	0	62	62
4171	0	58	58
4172	0	66	66
4173	0	61	61
4174	0	65	65
4175	0	74	74
4176	0	52	52
4177	0	65	65
4178	0	63	63
4179	0	60	60
4180	0	69	69
4181	0	71	71
4182	0	72	72
4183	0	58	58
4184	0	53	53
4185	0	77	77
4186	0	63	63
4187	0	86	86
4188	0	67	67
4189	0	45	45
4190	0	59	59
4191	0	64	64
4192	0	64	64
4193	0	59	59
4194	0	65	65
4195	0	61	61
4196	0	85	85
4197	0	60	60
4198	0	70	70
4199	0	68	68
4200	0	50	50
4201	0	60	60
4202	0	59	59
4203	0	54	54
4204	0	69	69
4205	0	58	58
4206	0	69	69
4207	0	68	68
4208	0	66	66
4209	0	50	50
4210	0	53	53
4211	0	57	57
4212	0	49	49
4213	0	58	58
4214	0	53	53
4215	0	61	61
4216	0	62	62
4217	0	63	63
4218	0	62	62
4219	0	61	61
4220	0	67	67
4221	0	67	67
4222	0	53	53
4223	0	71	71
4224	0	55	55
4225	0	79	79
4226	0	58	58
4227	0	53	53
4228	0	52	52
4229	0	59	59
4230	0	65	65
4231	0	61	61
4232	0	76	76
4233	0	81	81
4234	0	66	66
4235	0	62	62
4236	0	64	64
4237	0	47	47
4238	0	63	63
4239	0	51	51
4240	0	66	66
4241	0	62	62
4242	0	64	64
4243	0	51	51
4244	0	54	54
4245	0	55	55
4246	0	51	51
4247	0	56	56
4248	0	74	74
4249	0	50	50
4250	0	68	68
4251	0	65	65
4252	0	64	64
4253	0	62	62
4254	0	52	52
4255	0	68	68
4256	0	61	61
4257	0	67	67
4258	0	75	75
4259	0	66	66
4260	0	51	51
4261	0	54	54
4262	0	57	57
4263	0	42	42
4264	0	70	70
4265	0	65	65
4266	0	61	61
4267	0	70	70
4268	0	50	50
4269	0	45	45
4270	0	61	61
4271	0	57	57
4272	0	58	58
4273	0	63	63
4274	0	58	58
4275	0	64	64
4276	0	51	51
4277	0	61	61
4278	0	61	61
4279	0	62	62
4280	0	47	47
4281	0	55	55
4282	0	49	49
4283	0	59	59
4284	0	56	56
4285	0	53	53
4286	0	72	72
4287	0	72	72
4288	0	68	68
4289	0	61	61
4290	0	65	65
4291	0	36	36
4292	0	57	57
4293	0	52	52
4294	0	67	67
4295	0	53	53
4296	0	69	69
4297	0	70	70
4298	0	59	59
4299	0	61	61
4300	0	60	60
4301	0	45	45
4302	0	65	65
4303	0	67	67
4304	0	68	68
4305	0	59	59
4306	0	66	66
4307	0	68	68
4308	0	71	71
4309	0	46	46
4310	0	58	58
4311	0	60	60
4312	0	47	47
4313	0	53	53
4314	0	68	68
4315	0	53	53
4316	0	65	65
4317	0	44	44
4318	0	49	49
4319	0	53	53
4320	0	60	60
4321	0	65	65
4322	0	63	63
4323	0	56	56
4324	0	59	59
4325	0	61	61
4326	0	48	48
4327	0	69	69
4328	0	51	51
4329	0	50	50
4330	0	61	61
4331	0	58	58
4332	0	60	60
4333	0	69	69
4334	0	44	44
4335	0	49	49
4336	0	52	52
4337	0	57	57
4338	0	53	53
4339	0	49	49
4340	0	52	52
4341	0	51	51
4342	0	64	64
4343	0	62	62
4344	0	49	49
4345	0	66	66
4346	0	59	59
4347	0	39	39
4348	0	54	54
4349	0	54	54
4350	0	60	60
4351	0	56	56
4352	0	57	57
4353	0	53	53
4354	0	56	56
4355	0	54	54
4356	0	51	51
4357	0	62	62
4358	0	58	58
4359	0	60	60
4360	0	56	56
4361	0	66	66
4362	0	61	61
4363	0	62	62
4364	0	61	61
4365	0	55	55
4366	0	62	62
4367	0	61	61
4368	0	41	41
4369	0	56	56
4370	0	50	50
4371	0	56	56
4372	0	65	65
4373	0	52	52
4374	0	67	67
4375	0	49	49
4376	0	52	52
4377	0	51	51
4378	0	48	48
4379	0	44	44
4380	0	53	53
4381	0	62	62
4382	0	52	52
4383	0	54	54
4384	0	46	46
4385	0	49	49
4386	0	57	57
4387	0	60	60
4388	0	55	55
4389	0	53	53
4390	0	48	48
4391	0	37	37
4392	0	65	65
4393	0	56	56
4394	0	68	68
4395	0	63	63
4396	0	51	51
4397	0	48	48
4398	0	60	60
4399	0	66	66
4400	0	58	58
4401	0	63	63
4402	0	53	53
4403	0	57	57
4404	0	49	49
4405	0	73	73
4406	0	62	62
4407	0	52	52
4408	0	50	50
4409	0	47	47
4410	0	57	57
4411	0	47	47
4412	0	48	48
4413	0	54	54
4414	0	50	50
4415	0	48	48
4416	0	54	54
4417	0	49	49
4418	0	47	47
4419	0	34	34
4420	0	56	56
4421	0	45	45
4422	0	53	53
4423	0	61	61
4424	0	41	41
4425	0	65	65
4426	0	52	52
4427	0	53	53
4428	0	51	51
4429	0	53	53
4430	0	59	59
4431	0	48	48
4432	0	58	58
4433	0	50	50
4434	0	52	52
4435	0	66	66
4436	0	54	54
4437	0	44	44
4438	0	60	60
4439	0	56	56
4440	0	56	56
4441	0	57	57
4442	0	49	49
4443	0	50	50
4444	0	47	47
4445	0	69	69
4446	0	67	67
4447	0	66	66
4448	0	75	75
4449	0	54	54
4450	0	47	47
4451	0	49	49
4452	0	61	61
4453	0	52	52
4454	0	55	55
4455	0	47	47
4456	0	69	69
4457	0	52	52
4458	0	52	52
4459	0	69	69
4460	0	46	46
4461	0	54	54
4462	0	59	59
4463	0	49	49
4464	0	57	57
4465	0	61	61
4466	0	53	53
4467	0	50	50
4468	0	55	55
4469	0	55	55
4470	0	52	52
4471	0	50	50
4472	0	52	52
4473	0	45	45
4474	0	50	50
4475	0	54	54
4476	0	64	64
4477	0	42	42
4478	0	59	59
4479	0	47	47
4480	0	69	69
4481	0	58	58
4482	0	41	41
4483	0	47	47
4484	0	62	62
4485	0	62	62
4486	0	55	55
4487	0	43	43
4488	0	65	65
4489	0	66	66
4490	0	51	51
4491	0	63	63
4492	0	53	53
4493	0	59	59
4494	0	58	58
4495	0	56	56
4496	0	58	58
4497	0	60	60
4498	0	44	44
4499	0	56	56
4500	0	49	49
4501	0	52	52
4502	0	60	60
4503	0	67	67
4504	0	52	52
4505	0	55	55
4506	0	56	56
4507	0	48	48
4508	0	60	60
4509	0	58	58
4510	0	41	41
4511	0	48	48
4512	0	56	56
4513	0	55	55
4514	0	51	51
4515	0	50	50
4516	0	49	49
4517	0	55	55
4518	0	55	55
4519	0	46	46
4520	0	60	60
4521	0	61	61
4522	0	44	44
4523	0	39	39
4524	0	54	54
4525	0	52	52
4526	0	53	53
4527	0	50	50
4528	0	53	53
4529	0	58	58
4530	0	40	40
4531	0	50	50
4532	0	62	62
4533	0	56	56
4534	0	48	48
4535	0	65	65
4536	0	46	46
4537	0	55	55
4538	0	61	61
4539	0	62	62
4540	0	55	55
4541	0	55	55
4542	0	44	44
4543	0	38	38
4544	0	58	58
4545	0	47	47
4546	0	67	67
4547	0	42	42
4548	0	68	68
4549	0	61	61
4550	0	46	46
4551	0	64	64
4552	0	58	58
4553	0	52	52
4554	0	53	53
4555	0	57	57
4556	0	47	47
4557	0	50	50
4558	0	64	64
4559	0	44	44
4560	0	49	49
4561	0	47	47
4562	0	52	52
4563	0	58	58
4564	0	54	54
4565	0	40	40
4566	0	47	47
4567	0	55	55
4568	0	46	46
4569	0	49	49
4570	0	50	50
4571	0	51	51
4572	0	64	64
4573	0	64	64
4574	0	57	57
4575	0	50	50
4576	0	43	43
4577	0	57	57
4578	0	47	47
4579	0	62	62
4580	0	53	53
4581	0	56	56
4582	0	62	62
4583	0	48	48
4584	0	57	57
4585	0	68	68
4586	0	53	53
4587	0	48	48
4588	0	55	55
4589	0	52	52
4590	0	50	50
4591	0	53	53
4592	0	59	59
4593	0	51	51
4594	0	51	51
4595	0	61	61
4596	0	59	59
4597	0	54	54
4598	0	41	41
4599	0	45	45
4600	0	47	47
4601	0	43	43
4602	0	58	58
4603	0	52	52
4604	0	48	48
4605	0	66	66
4606	0	45	45
4607	0	48	48
4608	0	45	45
4609	0	60	60
4610	0	54	54
4611	0	61	61
4612	0	43	43
4613	0	53	53
4614	0	52	52
4615	0	45	45
4616	0	48	48
4617	0	59	59
4618	0	50	50
4619	0	57	57
4620	0	47	47
4621	0	52	52
4622	0	68	68
4623	0	64	64
4624	0	46	46
4625	0	51	51
4626	0	45	45
4627	0	42	42
4628	0	65	65
4629	0	53	53
4630	0	53	53
4631	0	49	49
4632	0	39	39
4633	0	48	48
4634	0	42	42
4635	0	63	63
4636	0	54	54
4637	0	39	39
4638	0	50	50
4639	0	35	35
4640	0	51	51
4641	0	58	58
4642	0	45	45
4643	0	49	49
4644	0	46	46
4645	0	48	48
4646	0	55	55
4647	0	53	53
4648	0	46	46
4649	0	55	55
4650	0	61	61
4651	0	51	51
4652	0	49	49
4653	0	59	59
4654	0	48	48
4655	0	52	52
4656	0	46	46
4657	0	65	65
4658	0	60	60
4659	0	69	69
4660	0	61	61
4661	0	39	39
4662	0	55	55
4663	0	39	39
4664	0	65	65
4665	0	51	51
4666	0	49	49
4667	0	43	43
4668	0	61	61
4669	0	61	61
4670	0	45	45
4671	0	63	63
4672	0	55	55
4673	0	37	37
4674	0	34	34
4675	0	51	51
4676	0	48	48
4677	0	48	48
4678	0	45	45
4679	0	40	40
4680	0	40	40
4681	0	50	50
4682	0	48	48
4683	0	48	48
4684	0	54	54
4685	0	62	62
4686	0	51	51
4687	0	51	51
4688	0	44	44
4689	0	47	47
4690	0	55	55
4691	0	55	55
4692	0	40	40
4693	0	59	59
4694	0	41	41
4695	0	60	60
4696	0	46	46
4697	0	51	51
4698	0	31	31
4699	0	59	59
4700	0	38	38
4701	0	66	66
4702	0	36	36
4703	0	40	40
4704	0	47	47
4705	0	43	43
4706	0	54	54
4707	0	37	37
4708	0	60	60
4709	0	58	58
4710	0	50	50
4711	0	45	45
4712	0	38	38
4713	0	55	55
4714	0	54	54
4715	0	56	56
4716	0	59	59
4717	0	52	52
4718	0	41	41
4719	0	47	47
4720	0	51	51
4721	0	37	37
4722	0	34	34
4723	0	59	59
4724	0	63	63
4725	0	49	49
4726	0	54	54
4727	0	47	47
4728	0	47	47
4729	0	60	60
4730	0	48	48
4731	0	42	42
4732	0	54	54
4733	0	31	31
4734	0	42	42
4735	0	46	46
4736	0	48	48
4737	0	53	53
4738	0	53	53
4739	0	39	39
4740	0	67	67
4741	0	45	45
4742	0	50	50
4743	0	49	49
4744	0	48	48
4745	0	53	53
4746	0	46	46
4747	0	61	61
4748	0	41	41
4749	0	54	54
4750	0	46	46
4751	0	55	55
4752	0	57	57
4753	0	41	41
4754	0	58	58
4755	0	49	49
4756	0	51	51
4757	0	46	46
4758	0	49	49
4759	0	47	47
4760	0	61	61
4761	0	41	41
4762	0	44	44
4763	0	44	44
4764	0	47	47
4765	0	56	56
4766	0	37	37
4767	0	59	59
4768	0	34	34
4769	0	46	46
4770	0	54	54
4771	0	46	46
4772	0	59	59
4773	0	42	42
4774	0	48	48
4775	0	51	51
4776	0	36	36
4777	0	43	43
4778	0	56	56
4779	0	45	45
4780	0	47	47
4781	0	46	46
4782	0	41	41
4783	0	52	52
4784	0	58	58
4785	0	42	42
4786	0	46	46
4787	0	48	48
4788	0	37	37
4789	0	42	42
4790	0	54	54
4791	0	44	44
4792	0	57	57
4793	0	57	57
4794	0	51	51
4795	0	37	37
4796	0	46	46
4797	0	43	43
4798	0	45	45
4799	0	51	51
4800	0	44	44
4801	0	42	42
4802	0	58	58
4803	0	37	37
4804	0	55	55
4805	0	48	48
4806	0	31	31
4807	0	51	51
4808	0	47	47
4809	0	50	50
4810	0	40	40
4811	0	44	44
4812	0	40	40
4813	0	44	44
4814	0	47	47
4815	0	49	49
4816	0	48	48
4817	0	47	47
4818	0	43	43
4819	0	50	50
4820	0	45	45
4821	0	46	46
4822	0	54	54
4823	0	49	49
4824	0	52	52
4825	0	50	50
4826	0	48	48
4827	0	48	48
4828	0	34	34
4829	0	40	40
4830	0	50	50
4831	0	52	52
4832	0	48	48
4833	0	43	43
4834	0	47	47
4835	0	52	52
4836	0	64	64
4837	0	45	45
4838	0	43	43
4839	0	45	45
4840	0	46	46
4841	0	39	39
4842	0	54	54
4843	0	45	45
4844	0	41	41
4845	0	39	39
4846	0	44	44
4847	0	43	43
4848	0	49	49
4849	0	51	51
4850	0	39	39
4851	0	54	54
4852	0	46	46
4853	0	38	38
4854	0	43	43
4855	0	42	42
4856	0	60	60
4857	0	45	45
4858	0	42	42
4859	0	38	38
4860	0	51	51
4861	0	40	40
4862	0	46	46
4863	0	44	44
4864	0	51	51
