Fragment_length	Missing_sites	CCGG-CCGG	Sum
10097	0	7	7
10098	0	6	6
10099	0	11	11
10100	0	8	8
10101	0	8	8
10102	0	6	6
10103	0	13	13
10104	0	4	4
10105	0	6	6
10106	0	7	7
10107	0	7	7
10108	0	10	10
10109	0	5	5
10110	0	11	11
10111	0	12	12
10112	0	6	6
10113	0	7	7
10114	0	9	9
10115	0	6	6
10116	0	7	7
10117	0	7	7
10118	0	4	4
10119	0	15	15
10120	0	8	8
10121	0	5	5
10122	0	6	6
10123	0	7	7
10124	0	7	7
10125	0	3	3
10126	0	9	9
10127	0	9	9
10128	0	11	11
10129	0	9	9
10130	0	5	5
10131	0	9	9
10132	0	9	9
10133	0	7	7
10134	0	8	8
10135	0	5	5
10136	0	12	12
10137	0	7	7
10138	0	5	5
10139	0	5	5
10140	0	8	8
10141	0	5	5
10142	0	7	7
10143	0	9	9
10144	0	10	10
10145	0	8	8
10146	0	8	8
10147	0	5	5
10148	0	8	8
10149	0	9	9
10150	0	13	13
10151	0	7	7
10152	0	6	6
10153	0	4	4
10154	0	6	6
10155	0	3	3
10156	0	3	3
10157	0	7	7
10158	0	8	8
10159	0	16	16
10160	0	2	2
10161	0	7	7
10162	0	4	4
10163	0	4	4
10164	0	12	12
10165	0	7	7
10166	0	8	8
10167	0	8	8
10168	0	6	6
10169	0	4	4
10170	0	11	11
10171	0	10	10
10172	0	11	11
10173	0	4	4
10174	0	3	3
10175	0	11	11
10176	0	9	9
10177	0	7	7
10178	0	5	5
10179	0	6	6
10180	0	11	11
10181	0	3	3
10182	0	8	8
10183	0	7	7
10184	0	6	6
10185	0	9	9
10186	0	16	16
10187	0	3	3
10188	0	6	6
10189	0	8	8
10190	0	9	9
10191	0	15	15
10192	0	7	7
10193	0	3	3
10194	0	11	11
10195	0	8	8
10196	0	8	8
10197	0	12	12
10198	0	8	8
10199	0	11	11
10200	0	6	6
10201	0	9	9
10202	0	11	11
10203	0	4	4
10204	0	10	10
10205	0	6	6
10206	0	8	8
10207	0	11	11
10208	0	9	9
10209	0	3	3
10210	0	5	5
10211	0	7	7
10212	0	6	6
10213	0	8	8
10214	0	7	7
10215	0	8	8
10216	0	5	5
10217	0	4	4
10218	0	8	8
10219	0	11	11
10220	0	15	15
10221	0	11	11
10222	0	9	9
10223	0	7	7
10224	0	12	12
10225	0	8	8
10226	1	8	9
10227	0	5	5
10228	0	5	5
10229	0	8	8
10230	0	8	8
10231	0	6	6
10232	0	4	4
10233	0	10	10
10234	0	13	13
10235	0	8	8
10236	0	5	5
10237	0	12	12
10238	0	4	4
10239	0	9	9
10240	0	3	3
10241	0	10	10
10242	0	5	5
10243	0	5	5
10244	0	3	3
10245	0	4	4
10246	0	5	5
10247	0	8	8
10248	0	13	13
10249	0	10	10
10250	0	8	8
10251	0	8	8
10252	0	6	6
10253	0	10	10
10254	0	8	8
10255	0	7	7
10256	0	4	4
10257	0	10	10
10258	0	4	4
10259	0	10	10
10260	0	6	6
10261	0	5	5
10262	0	4	4
10263	0	7	7
10264	0	3	3
10265	0	13	13
10266	0	6	6
10267	0	4	4
10268	0	12	12
10269	0	8	8
10270	0	4	4
10271	0	3	3
10272	0	7	7
10273	0	4	4
10274	0	6	6
10275	0	7	7
10276	0	4	4
10277	0	12	12
10278	0	9	9
10279	0	9	9
10280	0	10	10
10281	0	6	6
10282	0	6	6
10283	0	9	9
10284	0	4	4
10285	0	4	4
10286	0	6	6
10287	0	9	9
10288	0	9	9
10289	0	5	5
10290	0	6	6
10291	0	7	7
10292	0	6	6
10293	0	9	9
10294	0	9	9
10295	0	9	9
10296	0	4	4
10297	0	7	7
10298	0	8	8
10299	0	9	9
10300	0	7	7
10301	0	7	7
10302	0	5	5
10303	0	6	6
10304	0	9	9
10305	1	4	5
10306	0	2	2
10307	0	7	7
10308	0	5	5
10309	0	8	8
10310	0	5	5
10311	0	7	7
10312	0	4	4
10313	0	5	5
10314	0	10	10
10315	0	7	7
10316	0	12	12
10317	0	13	13
10318	0	6	6
10319	0	4	4
10320	0	7	7
10321	0	7	7
10322	0	12	12
10323	0	9	9
10324	0	11	11
10325	0	8	8
10326	0	3	3
10327	0	10	10
10328	0	17	17
10329	0	7	7
10330	1	7	8
10331	0	11	11
10332	0	8	8
10333	0	7	7
10334	0	9	9
10335	0	7	7
10336	0	8	8
10337	0	8	8
10338	0	10	10
10339	0	6	6
10340	0	9	9
10341	0	9	9
10342	0	7	7
10343	0	4	4
10344	0	9	9
10345	0	11	11
10346	0	5	5
10347	0	10	10
10348	0	6	6
10349	0	6	6
10350	0	4	4
10351	0	7	7
10352	0	7	7
10353	0	8	8
10354	0	12	12
10355	0	13	13
10356	0	2	2
10357	0	9	9
10358	1	7	8
10359	0	6	6
10360	0	11	11
10361	0	8	8
10362	0	7	7
10363	0	4	4
10364	0	9	9
10365	0	12	12
10366	0	17	17
10367	0	3	3
10368	0	6	6
10369	0	7	7
10370	0	8	8
10371	0	6	6
10372	0	3	3
10373	0	7	7
10374	0	7	7
10375	0	11	11
10376	0	5	5
10377	0	7	7
10378	0	7	7
10379	0	7	7
10380	0	7	7
10381	0	9	9
10382	0	10	10
10383	0	5	5
10384	0	13	13
10385	0	10	10
10386	1	10	11
10387	0	6	6
10388	0	7	7
10389	0	8	8
10390	0	6	6
10391	0	3	3
10392	0	8	8
10393	0	13	13
10394	0	11	11
10395	0	5	5
10396	0	6	6
10397	0	7	7
10398	0	6	6
10399	0	3	3
10400	0	8	8
10401	0	7	7
10402	0	16	16
10403	0	11	11
10404	0	6	6
10405	0	8	8
10406	0	5	5
10407	0	5	5
10408	0	5	5
10409	0	12	12
10410	0	7	7
10411	0	9	9
10412	0	5	5
10413	0	7	7
10414	0	5	5
10415	0	8	8
10416	0	4	4
10417	0	10	10
10418	0	8	8
10419	0	6	6
10420	0	14	14
10421	0	5	5
10422	0	5	5
10423	0	4	4
10424	0	8	8
10425	0	9	9
10426	0	5	5
10427	0	5	5
10428	0	12	12
10429	0	8	8
10430	0	9	9
10431	0	5	5
10432	0	5	5
10433	0	9	9
10434	0	11	11
10435	0	6	6
10436	0	10	10
10437	0	9	9
10438	0	5	5
10439	0	9	9
10440	0	10	10
10441	0	7	7
10442	0	5	5
10443	0	3	3
10444	0	8	8
10445	0	10	10
10446	0	8	8
10447	0	9	9
10448	0	5	5
10449	0	9	9
10450	0	10	10
10451	0	4	4
10452	0	6	6
10453	0	8	8
10454	0	1	1
10455	0	7	7
10456	0	2	2
10457	0	3	3
10458	0	6	6
10459	0	4	4
10460	0	7	7
10461	0	3	3
10462	0	6	6
10463	0	7	7
10464	0	3	3
10465	0	6	6
10466	0	11	11
10467	0	9	9
10468	0	9	9
10469	0	15	15
10470	0	8	8
10471	0	8	8
10472	0	6	6
10473	0	3	3
10474	0	7	7
10475	0	6	6
10476	0	4	4
10477	0	11	11
10478	0	8	8
10479	0	5	5
10480	0	5	5
10481	0	12	12
10482	0	8	8
10483	1	5	6
10484	0	5	5
10485	0	9	9
10486	0	4	4
10487	0	6	6
10488	0	3	3
10489	0	7	7
10490	0	7	7
10491	0	8	8
10492	0	4	4
10493	0	7	7
10494	0	8	8
10495	0	11	11
10496	0	5	5
10497	0	9	9
10498	0	4	4
10499	0	9	9
10500	0	11	11
10501	0	7	7
10502	0	9	9
10503	0	6	6
10504	0	10	10
10505	0	6	6
10506	0	6	6
10507	0	5	5
10508	0	14	14
10509	0	11	11
10510	0	10	10
10511	0	10	10
10512	0	7	7
10513	0	6	6
10514	0	7	7
10515	0	10	10
10516	0	9	9
10517	0	4	4
10518	0	7	7
10519	0	8	8
10520	0	5	5
10521	0	3	3
10522	0	7	7
10523	0	4	4
10524	0	4	4
10525	0	7	7
10526	0	4	4
10527	0	3	3
10528	0	5	5
10529	0	4	4
10530	0	10	10
10531	0	10	10
10532	0	6	6
10533	0	9	9
10534	0	8	8
10535	0	3	3
10536	0	6	6
10537	0	8	8
10538	0	9	9
10539	0	6	6
10540	0	10	10
10541	0	10	10
10542	0	5	5
10543	0	8	8
10544	0	5	5
10545	0	6	6
10546	0	5	5
10547	0	4	4
10548	0	3	3
10549	0	7	7
10550	0	4	4
10551	0	4	4
10552	0	11	11
10553	0	9	9
10554	0	7	7
10555	0	5	5
10556	0	4	4
10557	0	7	7
10558	0	3	3
10559	0	2	2
10560	0	3	3
10561	0	10	10
10562	0	12	12
10563	0	4	4
10564	0	15	15
10565	0	6	6
10566	0	8	8
10567	0	11	11
10568	0	3	3
10569	0	2	2
10570	0	8	8
10571	0	5	5
10572	1	9	10
10573	0	4	4
10574	0	9	9
10575	0	5	5
10576	0	7	7
10577	0	4	4
10578	0	9	9
10579	0	6	6
10580	0	4	4
10581	0	8	8
10582	0	9	9
10583	0	7	7
10584	0	7	7
10585	0	7	7
10586	0	8	8
10587	0	4	4
10588	0	7	7
10589	0	4	4
10590	0	8	8
10591	0	8	8
10592	0	9	9
10593	0	6	6
10594	0	13	13
10595	0	9	9
10596	0	4	4
10597	0	4	4
10598	0	6	6
10599	0	11	11
10600	0	8	8
10601	0	7	7
10602	0	3	3
10603	0	4	4
10604	0	12	12
10605	0	4	4
10606	0	11	11
10607	0	13	13
10608	0	10	10
10609	0	5	5
10610	0	10	10
10611	0	5	5
10612	0	5	5
10613	0	7	7
10614	0	5	5
10615	0	4	4
10616	0	9	9
10617	0	5	5
10618	0	4	4
10619	0	11	11
10620	0	5	5
10621	0	9	9
10622	0	9	9
10623	0	6	6
10624	0	9	9
10625	0	9	9
10626	0	10	10
10627	0	8	8
10628	0	4	4
10629	0	5	5
10630	0	6	6
10631	0	4	4
10632	0	10	10
10633	0	6	6
10634	0	5	5
10635	0	11	11
10636	0	9	9
10637	0	8	8
10638	0	7	7
10639	0	3	3
10640	0	9	9
10641	1	4	5
10642	0	7	7
10643	0	5	5
10644	0	5	5
10645	0	5	5
10646	0	5	5
10647	0	3	3
10648	0	7	7
10649	0	5	5
10650	0	6	6
10651	0	9	9
10652	0	14	14
10653	0	6	6
10654	0	5	5
10655	0	4	4
10656	0	7	7
10657	0	6	6
10658	0	4	4
10659	0	5	5
10660	0	6	6
10661	0	2	2
10662	0	6	6
10663	0	10	10
10664	0	4	4
10665	0	6	6
10666	0	5	5
10667	0	9	9
10668	0	8	8
10669	0	4	4
10670	0	7	7
10671	0	10	10
10672	0	8	8
10673	0	7	7
10674	0	9	9
10675	0	6	6
10676	0	4	4
10677	0	7	7
10678	0	11	11
10679	0	7	7
10680	0	6	6
10681	0	7	7
10682	0	10	10
10683	0	9	9
10684	0	5	5
10685	0	8	8
10686	0	7	7
10687	0	6	6
10688	1	7	8
10689	0	6	6
10690	0	9	9
10691	0	4	4
10692	0	9	9
10693	0	4	4
10694	0	5	5
10695	0	7	7
10696	0	5	5
10697	0	4	4
10698	0	8	8
10699	0	6	6
10700	0	7	7
10701	0	7	7
10702	0	6	6
10703	0	6	6
10704	0	5	5
10705	0	5	5
10706	0	4	4
10707	0	6	6
10708	0	5	5
10709	0	8	8
10710	0	6	6
10711	0	5	5
10712	0	3	3
10713	0	10	10
10714	0	7	7
10715	0	9	9
10716	0	5	5
10717	0	4	4
10718	0	7	7
10719	1	7	8
10720	0	6	6
10721	0	8	8
10722	0	7	7
10723	0	7	7
10724	0	5	5
10725	0	10	10
10726	0	4	4
10727	0	5	5
10728	0	11	11
10729	0	7	7
10730	0	7	7
10731	0	11	11
10732	0	2	2
10733	0	5	5
10734	0	5	5
10735	0	8	8
10736	0	11	11
10737	0	11	11
10738	0	6	6
10739	0	4	4
10740	0	7	7
10741	0	7	7
10742	0	11	11
10743	0	9	9
10744	0	4	4
10745	0	5	5
10746	0	9	9
10747	1	3	4
10748	0	2	2
10749	0	9	9
10750	0	9	9
10751	0	4	4
10752	0	7	7
10753	0	5	5
10754	0	3	3
10755	0	7	7
10756	0	3	3
10757	0	4	4
10758	0	7	7
10759	0	5	5
10760	0	4	4
10761	0	6	6
10762	0	3	3
10763	0	4	4
10764	0	2	2
10765	0	5	5
10766	0	6	6
10767	0	14	14
10768	0	5	5
10769	0	7	7
10770	0	6	6
10771	0	6	6
10772	0	6	6
10773	0	3	3
10774	0	8	8
10775	0	6	6
10776	0	5	5
10777	0	6	6
10778	0	4	4
10779	0	6	6
10780	0	7	7
10781	0	6	6
10782	0	10	10
10783	0	7	7
10784	0	6	6
10785	0	6	6
10786	0	5	5
10787	0	7	7
10788	0	10	10
10789	0	7	7
10790	0	8	8
10791	0	6	6
10792	0	6	6
10793	0	5	5
10794	0	6	6
10795	1	2	3
10796	0	4	4
10797	0	8	8
10798	0	11	11
10799	0	3	3
10800	0	10	10
10801	0	8	8
10802	0	7	7
10803	0	5	5
10804	0	9	9
10805	0	7	7
10806	0	5	5
10807	0	6	6
10808	0	8	8
10809	0	9	9
10810	0	9	9
10811	0	3	3
10812	0	6	6
10813	0	5	5
10814	0	6	6
10815	0	6	6
10816	0	5	5
10817	0	8	8
10818	0	2	2
10819	0	6	6
10820	0	11	11
10821	0	5	5
10822	0	3	3
10823	0	5	5
10824	0	8	8
10825	0	8	8
10826	0	3	3
10827	0	3	3
10828	0	4	4
10829	0	6	6
10830	0	3	3
10831	0	6	6
10832	0	4	4
10833	0	5	5
10834	0	5	5
10835	0	13	13
10836	0	5	5
10837	0	5	5
10838	0	4	4
10839	0	6	6
10840	0	6	6
10841	0	5	5
10842	0	5	5
10843	0	7	7
10844	0	7	7
10845	0	8	8
10846	0	9	9
10847	0	5	5
10848	0	5	5
10849	0	3	3
10850	0	2	2
10851	0	7	7
10852	0	6	6
10853	0	2	2
10854	0	1	1
10855	0	5	5
10856	0	8	8
10857	0	1	1
10858	0	5	5
10859	0	7	7
10860	0	11	11
10861	0	5	5
10862	0	7	7
10863	0	7	7
10864	0	4	4
10865	0	8	8
10866	0	3	3
10867	0	7	7
10868	0	6	6
10869	0	3	3
10870	0	5	5
10871	0	11	11
10872	0	3	3
10873	0	10	10
10874	0	5	5
10875	0	8	8
10876	0	9	9
10877	0	7	7
10878	0	8	8
10879	0	5	5
10880	0	6	6
10881	0	2	2
10882	0	7	7
10883	0	6	6
10884	0	6	6
10885	0	3	3
10886	0	3	3
10887	0	8	8
10888	0	4	4
10889	0	7	7
10890	0	5	5
10891	0	10	10
10892	0	4	4
10893	0	9	9
10894	0	3	3
10895	0	8	8
10896	0	6	6
10897	0	8	8
10898	0	7	7
10899	0	6	6
10900	0	7	7
10901	0	6	6
10902	0	6	6
10903	0	2	2
10904	0	8	8
10905	0	11	11
10906	0	7	7
10907	0	4	4
10908	0	8	8
10909	0	6	6
10910	0	4	4
10911	0	6	6
10912	0	6	6
10913	0	7	7
10914	0	4	4
10915	0	7	7
10916	0	5	5
10917	0	7	7
10918	0	2	2
10919	0	5	5
10920	0	10	10
10921	0	8	8
10922	0	3	3
10923	0	6	6
10924	0	7	7
10925	0	4	4
10926	0	3	3
10927	0	3	3
10928	0	4	4
10929	0	6	6
10930	0	4	4
10931	0	9	9
10932	0	6	6
10933	0	4	4
10934	0	8	8
10935	0	6	6
10936	0	5	5
10937	0	8	8
10938	0	10	10
10939	0	3	3
10940	0	1	1
10941	0	4	4
10942	0	3	3
10943	0	6	6
10944	0	13	13
10945	0	8	8
10947	0	4	4
10948	0	4	4
10949	0	5	5
10950	0	6	6
10951	0	6	6
10952	0	8	8
10953	0	9	9
10954	0	3	3
10955	0	2	2
10956	0	6	6
10957	0	5	5
10958	0	3	3
10959	0	5	5
10960	0	8	8
10961	0	7	7
10962	0	4	4
10963	1	3	4
10964	0	6	6
10965	0	3	3
10966	0	8	8
10967	0	5	5
10968	0	8	8
10969	0	7	7
10970	0	6	6
10971	0	9	9
10972	0	3	3
10973	0	6	6
10974	0	5	5
10975	0	7	7
10976	0	5	5
10977	0	3	3
10978	0	7	7
10979	0	9	9
10980	0	5	5
10981	0	11	11
10982	0	8	8
10983	0	5	5
10984	0	4	4
10985	0	3	3
10986	0	4	4
10987	0	8	8
10988	0	9	9
10989	0	2	2
10990	0	6	6
10991	0	5	5
10992	0	4	4
10993	0	5	5
10994	0	8	8
10995	0	2	2
10996	0	5	5
10997	0	5	5
10998	0	9	9
10999	0	4	4
11000	0	5	5
11001	0	4	4
11002	0	7	7
11003	0	5	5
11004	0	7	7
11005	0	7	7
11006	0	7	7
11007	0	9	9
11008	0	2	2
11009	0	5	5
11010	0	10	10
11011	0	8	8
11012	0	8	8
11013	0	1	1
11014	0	7	7
11015	0	3	3
11016	0	9	9
11017	0	7	7
11018	0	4	4
11019	0	7	7
11020	0	5	5
11021	0	3	3
11022	0	4	4
11023	0	5	5
11024	0	6	6
11025	0	7	7
11026	0	9	9
11027	0	6	6
11028	0	9	9
11029	0	4	4
11030	0	7	7
11031	0	6	6
11032	0	13	13
11033	0	6	6
11034	0	6	6
11035	0	5	5
11036	0	4	4
11037	0	6	6
11038	0	4	4
11039	0	9	9
11040	0	5	5
11041	0	4	4
11042	0	8	8
11043	0	8	8
11044	0	4	4
11045	0	5	5
11046	0	5	5
11047	0	2	2
11048	0	6	6
11049	0	6	6
11050	0	5	5
11051	0	5	5
11052	0	2	2
11053	0	6	6
11054	0	6	6
11055	0	2	2
11056	0	1	1
11057	0	6	6
11058	0	10	10
11059	0	3	3
11060	0	4	4
11061	0	3	3
11062	0	6	6
11063	0	5	5
11064	0	3	3
11065	0	5	5
11066	0	8	8
11067	0	9	9
11068	0	3	3
11069	0	3	3
11070	0	1	1
11071	0	8	8
11072	0	10	10
11073	0	10	10
11074	0	11	11
11075	0	2	2
11076	0	6	6
11077	0	5	5
11078	0	4	4
11079	0	4	4
11080	0	5	5
11081	0	4	4
11082	0	10	10
11083	0	4	4
11084	0	7	7
11085	0	6	6
11086	0	8	8
11087	0	6	6
11088	0	2	2
11089	0	6	6
11090	1	4	5
11091	0	4	4
11092	0	8	8
11093	0	8	8
11094	0	5	5
11095	0	5	5
11096	0	13	13
11097	0	3	3
11098	0	3	3
11099	0	6	6
11100	0	2	2
11101	0	5	5
11102	0	9	9
11103	0	4	4
11104	0	2	2
11105	0	7	7
11106	0	4	4
11107	0	6	6
11108	0	4	4
11109	0	4	4
11110	0	5	5
11111	0	7	7
11112	0	6	6
11113	0	2	2
11114	0	6	6
11115	0	6	6
11116	0	5	5
11117	0	5	5
11118	0	7	7
11119	0	8	8
11120	0	9	9
11121	0	5	5
11122	0	8	8
11123	0	4	4
11124	0	4	4
11125	0	5	5
11126	0	5	5
11127	0	4	4
11128	0	4	4
11129	0	3	3
11130	0	7	7
11131	0	8	8
11132	0	8	8
11133	0	6	6
11134	0	6	6
11135	0	7	7
11136	0	6	6
11137	0	5	5
11138	0	6	6
11139	0	1	1
11140	0	5	5
11141	0	3	3
11142	0	2	2
11143	0	7	7
11144	0	8	8
11145	0	4	4
11146	0	7	7
11147	0	4	4
11148	0	7	7
11149	0	5	5
11150	0	5	5
11151	0	4	4
11152	0	10	10
11153	0	7	7
11154	0	7	7
11155	0	4	4
11156	0	3	3
11157	0	8	8
11158	0	7	7
11159	0	4	4
11160	0	3	3
11161	0	5	5
11162	0	2	2
11163	0	5	5
11164	0	8	8
11165	0	6	6
11166	0	6	6
11167	0	13	13
11168	0	5	5
11169	0	7	7
11170	0	12	12
11171	0	4	4
11172	0	5	5
11173	0	3	3
11174	0	6	6
11175	0	3	3
11176	0	6	6
11177	0	5	5
11178	0	8	8
11179	0	5	5
11180	0	6	6
11181	0	8	8
11183	0	7	7
11184	0	6	6
11185	0	7	7
11186	0	7	7
11187	0	7	7
11188	0	5	5
11189	0	5	5
11190	0	4	4
11191	0	5	5
11192	0	4	4
11193	0	9	9
11194	0	8	8
11195	0	3	3
11196	0	3	3
11197	0	7	7
11198	0	6	6
11199	0	5	5
11200	0	4	4
11201	0	8	8
11202	0	4	4
11203	0	6	6
11204	0	3	3
11205	0	6	6
11206	0	4	4
11207	0	4	4
11208	0	3	3
11209	0	6	6
11210	0	7	7
11211	0	9	9
11212	0	4	4
11213	0	6	6
11214	0	5	5
11215	0	5	5
11216	0	7	7
11217	0	9	9
11218	0	4	4
11219	0	3	3
11220	0	5	5
11221	0	6	6
11222	0	6	6
11223	0	6	6
11224	0	4	4
11225	0	2	2
11226	0	2	2
11227	2	6	8
11228	0	8	8
11229	0	5	5
11230	0	3	3
11231	0	4	4
11232	0	5	5
11233	0	4	4
11234	0	3	3
11235	0	5	5
11236	0	1	1
11237	0	4	4
11238	0	5	5
11239	0	3	3
11240	0	6	6
11241	0	5	5
11242	0	7	7
11243	0	7	7
11244	0	2	2
11245	0	2	2
11246	0	1	1
11247	0	2	2
11248	0	5	5
11249	0	3	3
11250	0	5	5
11251	0	5	5
11252	0	7	7
11253	0	10	10
11254	0	9	9
11255	0	9	9
11256	0	4	4
11257	0	7	7
11258	0	5	5
11259	0	7	7
11260	0	3	3
11261	0	6	6
11262	0	9	9
11263	0	6	6
11264	0	4	4
11265	0	2	2
11266	0	3	3
11267	0	5	5
11268	0	4	4
11269	0	5	5
11270	0	2	2
11271	0	7	7
11272	0	4	4
11273	0	8	8
11274	0	4	4
11275	0	6	6
11276	0	3	3
11277	0	3	3
11278	0	6	6
11279	0	2	2
11280	0	3	3
11281	0	5	5
11282	0	9	9
11283	0	5	5
11284	0	2	2
11285	0	3	3
11286	0	2	2
11287	0	2	2
11288	0	6	6
11289	0	2	2
11290	0	1	1
11291	0	6	6
11292	0	7	7
11293	0	4	4
11294	0	4	4
11295	0	2	2
11296	0	6	6
11297	0	7	7
11298	0	3	3
11299	0	5	5
11300	0	4	4
11301	0	3	3
11302	0	7	7
11303	0	4	4
11304	0	5	5
11305	0	3	3
11306	0	3	3
11307	0	9	9
11308	0	5	5
11309	0	7	7
11310	0	4	4
11311	0	7	7
11312	0	6	6
11313	0	9	9
11314	0	7	7
11315	0	5	5
11316	0	8	8
11317	0	2	2
11318	0	3	3
11319	0	6	6
11320	0	4	4
11321	0	5	5
11322	0	4	4
11323	0	6	6
11324	0	12	12
11325	0	7	7
11326	0	4	4
11327	0	8	8
11328	0	6	6
11329	0	5	5
11330	0	4	4
11331	0	1	1
11332	0	6	6
11333	0	4	4
11334	0	4	4
11335	0	3	3
11336	0	2	2
11337	0	4	4
11338	0	4	4
11339	0	6	6
11340	0	6	6
11341	0	7	7
11342	0	6	6
11343	0	2	2
11344	0	6	6
11345	0	3	3
11346	0	5	5
11347	0	6	6
11348	0	8	8
11349	0	4	4
11350	0	4	4
11351	0	5	5
11352	0	6	6
11353	0	5	5
11354	0	3	3
11355	0	11	11
11356	0	4	4
11357	0	8	8
11358	0	8	8
11359	0	7	7
11360	0	8	8
11361	0	8	8
11362	0	8	8
11363	0	4	4
11364	0	8	8
11365	0	7	7
11366	0	3	3
11367	0	3	3
11368	0	9	9
11369	0	4	4
11370	0	6	6
11371	0	5	5
11372	0	5	5
11373	0	8	8
11374	0	6	6
11375	0	4	4
11376	0	10	10
11377	0	7	7
11378	0	8	8
11379	0	6	6
11380	0	9	9
11381	0	7	7
11382	0	3	3
11383	0	6	6
11384	0	7	7
11385	0	6	6
11386	0	4	4
11387	0	3	3
11388	0	2	2
11389	0	6	6
11390	0	2	2
11391	0	4	4
11392	0	5	5
11393	0	2	2
11394	0	4	4
11395	0	8	8
11396	0	2	2
11397	0	4	4
11398	0	5	5
11399	0	7	7
11400	0	9	9
11402	0	7	7
11403	0	10	10
11404	0	7	7
11405	0	3	3
11406	0	3	3
11407	0	11	11
11408	0	9	9
11409	0	4	4
11411	0	4	4
11412	0	4	4
11413	0	3	3
11414	0	4	4
11415	0	8	8
11416	0	3	3
11417	0	4	4
11418	0	5	5
11419	0	3	3
11420	0	6	6
11421	0	5	5
11422	0	9	9
11423	0	2	2
11424	0	9	9
11425	0	4	4
11426	0	6	6
11427	0	5	5
11428	0	6	6
11429	0	2	2
11430	0	3	3
11431	0	7	7
11432	0	2	2
11433	0	6	6
11434	0	4	4
11435	0	5	5
11436	0	3	3
11437	0	9	9
11438	0	8	8
11439	0	3	3
11440	0	6	6
11441	0	8	8
11442	0	3	3
11443	0	5	5
11444	0	6	6
11445	0	5	5
11446	0	4	4
11447	0	2	2
11448	0	8	8
11449	0	7	7
11450	0	7	7
11451	0	1	1
11452	0	1	1
11453	0	3	3
11454	0	5	5
11455	0	6	6
11456	0	6	6
11457	0	4	4
11458	0	2	2
11459	0	5	5
11460	0	9	9
11461	0	5	5
11462	0	3	3
11463	0	6	6
11464	0	6	6
11465	0	3	3
11466	0	3	3
11467	0	3	3
11468	0	4	4
11469	0	8	8
11470	0	1	1
11471	0	6	6
11472	0	3	3
11474	0	4	4
11475	0	6	6
11476	0	7	7
11477	0	1	1
11478	0	7	7
11479	0	5	5
11480	0	7	7
11481	0	12	12
11482	0	9	9
11483	0	6	6
11484	0	7	7
11485	0	2	2
11486	0	4	4
11487	0	6	6
11488	0	4	4
11489	0	6	6
11490	0	7	7
11491	0	6	6
11492	0	6	6
11493	0	8	8
11494	0	9	9
11495	0	3	3
11496	0	3	3
11497	0	5	5
11498	0	9	9
11499	0	4	4
11500	0	7	7
11501	0	4	4
11502	0	7	7
11503	0	5	5
11504	0	1	1
11505	0	4	4
11506	0	3	3
11507	0	4	4
11508	0	11	11
11509	0	5	5
11510	0	4	4
11511	0	4	4
11512	0	2	2
11513	0	6	6
11514	0	3	3
11515	0	4	4
11516	0	4	4
11517	0	7	7
11518	0	1	1
11519	0	8	8
11520	0	6	6
11521	0	4	4
11522	0	9	9
11523	0	6	6
11524	0	4	4
11525	0	6	6
11526	0	2	2
11527	0	4	4
11528	0	5	5
11529	0	1	1
11530	0	2	2
11531	0	3	3
11532	0	1	1
11533	0	4	4
11534	0	6	6
11535	0	4	4
11536	0	1	1
11537	0	6	6
11538	0	5	5
11539	0	6	6
11540	0	5	5
11541	0	4	4
11542	0	5	5
11543	0	4	4
11544	0	2	2
11545	0	2	2
11546	0	4	4
11547	0	7	7
11548	0	7	7
11549	0	8	8
11550	0	7	7
11551	0	9	9
11552	0	8	8
11553	0	4	4
11554	0	5	5
11555	0	9	9
11556	0	7	7
11557	0	5	5
11558	0	9	9
11559	0	4	4
11560	0	11	11
11561	0	9	9
11562	0	5	5
11563	0	7	7
11564	0	3	3
11565	0	4	4
11566	0	9	9
11567	0	3	3
11568	0	4	4
11569	0	8	8
11570	0	3	3
11571	0	3	3
11572	0	9	9
11573	0	7	7
11574	0	6	6
11575	0	3	3
11576	0	4	4
11577	0	7	7
11578	0	6	6
11579	0	6	6
11580	0	6	6
11581	0	4	4
11582	0	5	5
11583	0	6	6
11584	0	2	2
11585	0	5	5
11586	0	6	6
11587	0	3	3
11588	0	7	7
11589	0	5	5
11590	0	10	10
11591	0	6	6
11592	0	1	1
11593	0	4	4
11594	0	8	8
11595	0	3	3
11596	0	7	7
11597	0	11	11
11598	0	6	6
11599	0	5	5
11600	0	8	8
11601	0	6	6
11602	0	8	8
11603	0	8	8
11604	0	3	3
11605	0	6	6
11606	0	6	6
11607	0	6	6
11608	0	7	7
11609	0	5	5
11610	0	4	4
11611	0	3	3
11612	0	6	6
11613	0	5	5
11614	0	8	8
11615	0	5	5
11616	0	8	8
11617	0	4	4
11618	0	4	4
11619	0	4	4
11620	0	6	6
11621	0	4	4
11623	0	8	8
11624	0	6	6
11625	0	3	3
11626	0	8	8
11627	0	10	10
11628	0	7	7
11629	0	6	6
11630	0	5	5
11631	0	1	1
11632	0	8	8
11633	0	10	10
11634	0	2	2
11635	0	8	8
11636	0	2	2
11637	0	4	4
11638	0	3	3
11639	0	9	9
11640	0	4	4
11641	0	9	9
11642	0	8	8
11643	0	6	6
11644	0	2	2
11645	0	5	5
11646	0	3	3
11647	0	5	5
11648	0	5	5
11649	0	4	4
11650	0	6	6
11651	0	7	7
11652	0	1	1
11653	0	2	2
11654	0	2	2
